Id_Instal,Codi_Carrer,Tipus_Via,Nom_Carrer,Num_Carrer,Codi_Barri,Nom_Barri,Codi_Districte,Nom_Districte,Latitud,Longitud,ETRS89_X,ETRS89_Y,Data_Instalacio,Data_DesInstalacio,Font
2067,329505,C,Tajo,56,43,Horta,07,Horta-Guinardó,41.429716,2.160326,429842.482,4586801.620,01/03/2017,04/06/2018,SUPERILLA
2086,208001,C,Torrent de l'Olla,218,31,la Vila de Gràcia,06,Gràcia,41.406216,2.152848,429192.067,4584198.701,13/03/2017,21/03/2017,TRÀNSIT
2106,249304,C,Pere IV,100,68,el Poblenou,10,Sant Martí,41.398428,2.194265,432645.836,4583301.159,10/11/2016,18/01/2023,TRÀNSIT
2166,279600,Av,República Argentina,223,27,el Putxet i el Farró,05,Sarrià-Sant Gervasi,41.411733,2.140767,428188.375,4584821.187,11/10/2016,25/05/2022,TRÀNSIT
2186,286504,C,Roger de Flor,274,32,el Camp d'en Grassot i Gràcia Nova,06,Gràcia,41.403048,2.167147,430383.901,4583835.478,22/03/2017,04/06/2018,SUPERILLA
2206,297001,C,Sant Antoni Maria Claret,373,61,la Sagrera,09,Sant Andreu,41.421297,2.187865,432134.708,4585844.985,23/03/2017,06/02/2020,TRÀNSIT
2207,297001,C,Sant Antoni Maria Claret,403,61,la Sagrera,09,Sant Andreu,41.422350,2.188890,432221.420,4585961.130,23/03/2017,12/04/2022,TRÀNSIT
2208,339906,C,Torre dels Pardals,45,35,el Guinardó,07,Horta-Guinardó,41.422861,2.174795,431044.149,4586028.925,23/03/2017,,TRÀNSIT
2209,339906,C,Torre dels Pardals,96,35,el Guinardó,07,Horta-Guinardó,41.423756,2.172718,430871.562,4586129.993,23/03/2017,05/05/2022,TRÀNSIT
2246,11200,C,Almogàvers,188,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,41.400734,2.195192,432725.748,4583556.392,26/04/2017,18/01/2023,TRÀNSIT
2266,87009,C,Comte Borrell,81,10,Sant Antoni,02,L'Eixample,41.378636,2.160708,429819.453,4581130.453,26/04/2017,05/03/2018,SUPERILLA
2267,361406,C,Viladomat,71,10,Sant Antoni,02,L'Eixample,41.378219,2.159149,429688.604,4581085.397,26/04/2017,,TRÀNSIT
2268,285807,C,Rocafort,47,10,Sant Antoni,02,L'Eixample,41.377418,2.155691,429398.561,4580999.344,26/04/2017,17/04/2019,SUPERILLA
2306,32700,C,Balmes,45,08,l'Antiga Esquerra de l'Eixample,02,L'Eixample,41.389053,2.162752,430001.510,4582285.334,19/05/2017,09/06/2022,TRÀNSIT
2326,158901,Pl,Osca,2,18,Sants,03,Sants-Montjuïc,41.376198,2.138527,427962.000,4580878.000,26/05/2017,24/10/2017,OCI
2327,284804,C,Robador,31,01,el Raval,01,Ciutat Vella,41.379396,2.170909,430673.242,4581206.666,26/05/2017,14/12/2017,OCI
2347,43400,C,Blai,52,11,el Poble Sec,03,Sants-Montjuïc,41.374325,2.162860,429994.723,4580650.149,30/05/2017,17/04/2018,OCI
2348,167505,Pl,Joanic,7,31,la Vila de Gràcia,06,Gràcia,41.405521,2.162211,429973.940,4584113.950,30/05/2017,18/04/2018,OCI
2349,348408,C,Tuset,8,26,Galvany,05,Sarrià-Sant Gervasi,41.395450,2.152753,429172.441,4583003.592,30/05/2017,19/04/2018,OCI
2366,268808,Av,Portal de l'Àngel,24,02,el Barri Gòtic,01,Ciutat Vella,41.385747,2.172972,430852.470,4581910.055,30/05/2017,21/12/2017,OCI
2367,366400,Pl,Virreina,91,31,la Vila de Gràcia,06,Gràcia,41.405085,2.157202,429554.781,4584069.670,30/05/2017,14/11/2017,OCI
2368,229001,Pl,Nord,7,31,la Vila de Gràcia,06,Gràcia,41.407009,2.155295,429397.517,4584284.741,30/05/2017,10/07/2019,OCI
2406,296508,Rda,Sant Antoni,31,10,Sant Antoni,02,L'Eixample,41.381565,2.163384,430046.338,4581453.494,30/05/2017,05/07/2017,TRÀNSIT
2426,284305,Pl,Vila de Gràcia,1,31,la Vila de Gràcia,06,Gràcia,41.400127,2.157939,429611.073,4583518.628,09/06/2017,10/07/2019,OCI
2446,46409,Pg,Born,19,04,"Sant Pere, Santa Caterina i la Ribera",01,Ciutat Vella,41.384925,2.182772,431671.000,4581811.000,08/06/2017,11/04/2018,OCI
2489,208001,C,Torrent de l'Olla,218,31,la Vila de Gràcia,06,Gràcia,41.406216,2.152848,429192.067,4584198.701,21/06/2017,03/08/2017,OCI
2508,346800,Rbla,Poblenou,44,68,el Poblenou,10,Sant Martí,41.400018,2.202882,433367.828,4583470.992,27/06/2017,,OCI
2526,181200,C,Lucà,18,27,el Putxet i el Farró,05,Sarrià-Sant Gervasi,41.411260,2.138516,427999.709,4584770.508,14/06/2017,25/05/2022,TRÀNSIT
2547,348408,C,Tuset,13,26,Galvany,05,Sarrià-Sant Gervasi,41.396035,2.151733,429087.879,4583069.384,06/07/2017,07/06/2022,OCI
2548,112208,C,Escudellers,34,02,el Barri Gòtic,01,Ciutat Vella,41.380128,2.176933,431177.722,4581283.046,06/07/2017,28/09/2023,OCI
2549,296508,Rda,Sant Antoni,59,10,Sant Antoni,02,L'Eixample,41.384606,2.163802,430084.516,4581790.720,05/07/2017,28/11/2019,SUPERILLA
2586,198509,Av,Marquès de Castellbell,21,42,la Clota,07,Horta-Guinardó,41.429071,2.155578,429445.070,4586733.868,02/08/2017,24/01/2018,TRÀNSIT
2587,344101,Trav,Gràcia,79,26,Galvany,05,Sarrià-Sant Gervasi,41.397107,2.151024,429029.735,4583188.935,02/08/2017,15/11/2017,OCI
2588,193108,Pg,Manuel Girona,10,21,Pedralbes,04,Les Corts,41.389896,2.120558,426474.748,4582413.780,02/08/2017,15/11/2017,TRÀNSIT
2589,130403,C,Fontanella,4,02,el Barri Gòtic,01,Ciutat Vella,41.387314,2.171858,430761.014,4582084.943,02/08/2017,11/10/2017,TRÀNSIT
2590,191204,C,Mallorca,75,09,la Nova Esquerra de l'Eixample,02,L'Eixample,41.384638,2.150265,428952.731,4581805.351,02/08/2017,22/12/2017,OBRES
2591,209900,Av,Meridiana,274,61,la Sagrera,09,Sant Andreu,41.420539,2.187096,432069.620,4585761.407,03/08/2017,08/11/2017,TRÀNSIT
2592,241200,C,Palamós,85,53,la Trinitat Nova,08,Nou Barris,41.452880,2.187212,432113.008,4589351.826,03/08/2017,24/01/2018,TRÀNSIT
2593,23709,C,Arítjols,27,52,la Prosperitat,08,Nou Barris,41.442510,2.182300,431691.890,4588204.411,03/08/2017,24/01/2018,TRÀNSIT
2594,127205,C,Flor de Neu,57,52,la Prosperitat,08,Nou Barris,41.445022,2.183468,431792.082,4588482.430,03/08/2017,25/01/2018,TRÀNSIT
2595,156509,C,Hondures,41,61,la Sagrera,09,Sant Andreu,41.420688,2.188674,432201.636,4585776.706,03/08/2017,09/10/2017,TRÀNSIT
2596,322007,C,Segre,123,60,Sant Andreu,09,Sant Andreu,41.430954,2.194811,432725.080,4586911.725,03/08/2017,07/09/2017,TRÀNSIT
2597,266405,Rbla,Prim,19,70,el Besòs i el Maresme,10,Sant Martí,41.411656,2.218416,434678.029,4584751.178,03/08/2017,18/07/2018,OCI
2626,237600,C,Pau Alcover,41,24,les Tres Torres,05,Sarrià-Sant Gervasi,41.400335,2.128454,427146.605,4583566.066,02/08/2017,24/01/2018,TRÀNSIT
2646,30307,Pl,Bacardí,2,43,Horta,07,Horta-Guinardó,41.429704,2.163648,430119.968,4586797.592,13/09/2017,11/10/2017,TRÀNSIT
2706,701753,Jard,Ramon Aramon i Serra,2,15,Hostafrancs,03,Sants-Montjuïc,41.374615,2.146871,428657.952,4580695.360,11/10/2017,01/03/2018,OCI
2707,30307,Pl,Bacardí,2,43,Horta,07,Horta-Guinardó,41.429704,2.163648,430119.968,4586797.592,12/10/2017,21/03/2018,TRÀNSIT
2726,158901,Pl,Osca,2,18,Sants,03,Sants-Montjuïc,41.376198,2.138527,427962.000,4580878.000,26/10/2017,14/12/2017,OCI
2746,50905,C,Ventura Plaja,28,17,Badal,03,Sants-Montjuïc,41.374656,2.126152,426925.407,4580717.121,08/11/2017,04/12/2017,OCI
2766,161101,C,Independència,349,64,el Camp de l'Arpa del Clot,10,Sant Martí,41.410734,2.179350,431412.000,4584679.000,08/11/2017,19/12/2017,TRÀNSIT
2786,325107,C,Trelawny,2,03,la Barceloneta,01,Ciutat Vella,41.384941,2.195578,432741.722,4581802.828,08/11/2017,02/05/2018,OCI
2806,32700,C,Balmes,417,25,la Bonanova,05,Sarrià-Sant Gervasi,41.407806,2.138004,427953.132,4584387.543,15/11/2017,12/12/2017,TRÀNSIT
2808,278200,Av,Reina Maria Cristina,8,11,el Poble Sec,03,Sants-Montjuïc,41.371794,2.150782,428982.000,4580379.000,17/11/2017,06/08/2019,OCI
2826,169409,G.V.,Corts Catalanes,120,13,la Marina de Port,03,Sants-Montjuïc,41.363549,2.134546,427615.000,4579477.000,01/12/2017,22/02/2018,TRÀNSIT
2846,366400,Pl,Virreina,91,31,la Vila de Gràcia,06,Gràcia,41.405085,2.157202,429554.781,4584069.670,14/12/2017,18/01/2018,OCI
2886,213908,Av,Mistral,29,10,Sant Antoni,02,L'Eixample,41.376780,2.157351,429536.744,4580927.142,20/12/2017,,OCI
2906,223606,C,Muntaner,54,08,l'Antiga Esquerra de l'Eixample,02,L'Eixample,41.386508,2.159824,429753.970,4582005.105,20/12/2017,17/04/2018,OCI
2907,246000,C,Parlament,25,10,Sant Antoni,02,L'Eixample,41.376425,2.162425,429960.622,4580883.642,20/12/2017,24/01/2018,OCI
2908,110304,C,Enric Granados,30,08,l'Antiga Esquerra de l'Eixample,02,L'Eixample,41.390262,2.159182,429704.312,4582422.348,20/12/2017,17/07/2018,OCI
2909,213908,Av,Mistral,52,10,Sant Antoni,02,L'Eixample,41.376092,2.154296,429280.499,4580853.220,21/12/2017,17/04/2018,OCI
2946,158901,Pl,Osca,2,18,Sants,03,Sants-Montjuïc,41.376198,2.138527,427962.000,4580878.000,24/01/2018,10/01/2019,SUPERILLA
2948,246000,C,Parlament,25,10,Sant Antoni,02,L'Eixample,41.376425,2.162425,429960.622,4580883.642,24/01/2018,01/06/2018,OCI
2966,21306,C,Arc del Teatre,5,01,el Raval,01,Ciutat Vella,41.378242,2.175112,431023.452,4581075.134,25/01/2018,02/03/2018,OCI
2967,112208,C,Escudellers,48,02,el Barri Gòtic,01,Ciutat Vella,41.380390,2.177537,431228.473,4581311.696,25/01/2018,13/11/2019,OCI
2986,11200,C,Pamplona,103,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,41.397383,2.190215,432306.225,4583188.274,31/01/2018,13/11/2020,OCI
3006,72602,C,Castelldefels,79,54,Torre Baró,08,Nou Barris,41.454842,2.177650,431316.398,4589577.233,31/01/2018,22/03/2018,TRÀNSIT
3007,22615,C,Castell d'Argençola,51,54,Torre Baró,08,Nou Barris,41.454591,2.174907,431087.032,4589551.492,31/01/2018,22/03/2018,TRÀNSIT
3026,284804,C,Robador,31,01,el Raval,01,Ciutat Vella,41.379396,2.170909,430673.242,4581206.666,31/01/2018,03/06/2020,OCI
3027,167709,C,Joaquín Costa,33,01,el Raval,01,Ciutat Vella,41.382336,2.165958,430262.387,4581537.016,31/01/2018,,OCI
3046,43400,C,Blai,41,11,el Poble Sec,03,Sants-Montjuïc,41.374055,2.163579,430054.558,4580619.516,22/02/2018,02/03/2018,OCI
3066,249304,C,Pere IV,162,68,el Poblenou,10,Sant Martí,41.401749,2.196942,432873.030,4583667.715,22/02/2018,,TRÀNSIT
3067,73707,C,Castella,1,68,el Poblenou,10,Sant Martí,41.404479,2.198932,433042.194,4583969.259,22/02/2018,,TRÀNSIT
3068,249304,C,Pere IV,252,68,el Poblenou,10,Sant Martí,41.405056,2.199642,433102.124,4584032.739,22/02/2018,20/11/2020,TRÀNSIT
3086,344000,Trav,Dalt,13,30,la Salut,06,Gràcia,41.408346,2.151499,429081.670,4584436.311,01/03/2018,,TRÀNSIT
3087,344000,Trav,Dalt,48,30,la Salut,06,Gràcia,41.409236,2.154578,429340.018,4584532.597,01/03/2018,,TRÀNSIT
3088,344000,Trav,Dalt,91,30,la Salut,06,Gràcia,41.410915,2.156909,429536.597,4584717.158,01/03/2018,28/09/2021,TRÀNSIT
3106,107900,C,Eiximenis,21,60,Sant Andreu,09,Sant Andreu,41.441298,2.189414,432284.902,4588064.237,01/03/2018,,TRÀNSIT
3107,21306,C,Arc del Teatre,5,01,el Raval,01,Ciutat Vella,41.378242,2.175112,431023.452,4581075.134,02/03/2018,13/09/2018,OCI
3126,43400,C,Blai,41,11,el Poble Sec,03,Sants-Montjuïc,41.374055,2.163579,430054.558,4580619.516,02/03/2018,19/11/2018,OCI
3146,23403,C,Aribau,74,08,l'Antiga Esquerra de l'Eixample,02,L'Eixample,41.389345,2.158162,429618.112,4582321.474,08/03/2018,17/07/2018,OCI
3186,366400,Pl,Virreina,91,31,la Vila de Gràcia,06,Gràcia,41.405085,2.157202,429554.781,4584069.670,21/03/2018,09/04/2018,OCI
3187,184708,Ptge,Llavallol,17,32,el Camp d'en Grassot i Gràcia Nova,06,Gràcia,41.405397,2.167532,430418.578,4584095.897,21/03/2018,01/02/2019,OCI
3206,169409,G.V.,Corts Catalanes,769,05,el Fort Pienc,02,L'Eixample,41.402124,2.184799,431858.456,4583718.788,21/03/2018,28/09/2022,TRÀNSIT
3207,86403,Pl,Concòrdia,7,19,les Corts,04,Les Corts,41.386486,2.132121,427437.693,4582025.479,20/03/2018,18/06/2018,OCI
3208,169409,G.V.,Corts Catalanes,891,65,el Clot,10,Sant Martí,41.408257,2.192991,432549.552,4584393.262,22/03/2018,11/01/2019,OBRES
3209,169409,G.V.,Corts Catalanes,875,65,el Clot,10,Sant Martí,41.407874,2.192481,432506.528,4584351.180,22/03/2018,10/01/2019,OBRES
3226,169409,G.V.,Corts Catalanes,755,05,el Fort Pienc,02,L'Eixample,41.401284,2.183707,431766.261,4583626.412,21/03/2018,22/01/2019,OBRES
3247,326303,C,Sitges,5,01,el Raval,01,Ciutat Vella,41.384378,2.169670,430574.900,4581760.703,27/03/2018,29/06/2018,OCI
3306,128106,C,Fluvià,129,71,Provençals del Poblenou,10,Sant Martí,41.410096,2.203376,433419.443,4584589.452,04/05/2018,,TRÀNSIT
3366,144601,Av,Diagonal,10,70,el Besòs i el Maresme,10,Sant Martí,41.411262,2.217595,434609.000,4584708.000,23/05/2018,06/06/2018,OCI
3386,700892,Pg,Garcia Fària,81,69,Diagonal Mar i el Front Marítim del Poblenou,10,Sant Martí,41.406537,2.216946,434550.000,4584184.000,01/06/2018,04/06/2018,OCI
3406,700084,C,Beltrán i Rózpide,5,21,Pedralbes,04,Les Corts,41.389054,2.120976,426508.757,4582319.994,05/06/2018,16/08/2018,OCI
3426,169409,G.V.,Corts Catalanes,839,65,el Clot,10,Sant Martí,41.405467,2.189321,432239.915,4584086.445,13/06/2018,18/07/2018,OBRES
3447,86403,Pl,Concòrdia,7,19,les Corts,04,Les Corts,41.386486,2.132121,427437.693,4582025.479,18/06/2018,27/09/2018,OCI
3466,8206,C,Alella,45,45,Porta,08,Nou Barris,41.431596,2.177269,431260.112,4586996.763,12/06/2018,,TRÀNSIT
3467,319002,C,Santanyí,28,45,Porta,08,Nou Barris,41.431609,2.175428,431106.241,4586999.675,12/06/2018,20/05/2022,TRÀNSIT
3468,194100,C,La Maquinista,2,03,la Barceloneta,01,Ciutat Vella,41.380438,2.187454,432057.743,4581309.258,12/06/2018,21/07/2020,TRÀNSIT
3469,342106,C,Tortellà,20,68,el Poblenou,10,Sant Martí,41.403624,2.209016,433884.211,4583866.548,18/06/2018,,TRÀNSIT
3470,701629,C,Isaac Newton,48,25,la Bonanova,05,Sarrià-Sant Gervasi,41.414977,2.136050,427797.738,4585185.304,26/06/2018,25/05/2022,TRÀNSIT
3486,326904,Pl,Sol,15,31,la Vila de Gràcia,06,Gràcia,41.401754,2.156645,429504.663,4583700.258,28/06/2018,03/12/2018,OCI
3506,326904,Pl,Sol,2,31,la Vila de Gràcia,06,Gràcia,41.401484,2.156800,429517.329,4583670.190,27/06/2018,14/04/2021,OCI
3507,326904,Pl,Sol,22,31,la Vila de Gràcia,06,Gràcia,41.401432,2.156614,429501.690,4583664.564,27/06/2018,14/04/2021,OCI
3508,326904,Pl,Sol,14,31,la Vila de Gràcia,06,Gràcia,41.401686,2.156542,429495.967,4583692.848,28/06/2018,12/03/2020,OCI
3509,326904,Pl,Sol,21,31,la Vila de Gràcia,06,Gràcia,41.401561,2.156465,429489.413,4583679.014,28/06/2018,29/10/2019,OCI
3510,326904,Pl,Sol,23,31,la Vila de Gràcia,06,Gràcia,41.401470,2.156483,429490.817,4583668.844,28/06/2018,18/10/2022,OCI
3511,326802,C,Sol,2,31,la Vila de Gràcia,06,Gràcia,41.401589,2.156954,429530.324,4583681.732,28/06/2018,29/10/2019,OCI
3512,326904,Pl,Sol,14,31,la Vila de Gràcia,06,Gràcia,41.401754,2.156645,429504.663,4583700.258,28/06/2018,29/10/2019,OCI
3513,326802,C,Sol,13,31,la Vila de Gràcia,06,Gràcia,41.401902,2.156703,429509.637,4583716.629,28/06/2018,18/10/2022,OCI
3514,326904,Pl,Sol,15,31,la Vila de Gràcia,06,Gràcia,41.401799,2.156547,429496.477,4583705.366,28/06/2018,18/10/2022,OCI
3515,326904,Pl,Sol,18,31,la Vila de Gràcia,06,Gràcia,41.401694,2.156388,429483.081,4583693.883,28/06/2018,18/10/2022,OCI
3516,326904,Pl,Sol,8,31,la Vila de Gràcia,06,Gràcia,41.401780,2.156939,429529.224,4583702.927,29/06/2018,18/10/2022,OCI
3517,326904,Pl,Sol,6,31,la Vila de Gràcia,06,Gràcia,41.401667,2.157070,429540.080,4583690.339,29/06/2018,18/10/2022,OCI
3518,326904,Pl,Sol,1,31,la Vila de Gràcia,06,Gràcia,41.401354,2.156711,429509.749,4583655.856,29/06/2018,18/10/2022,OCI
3519,326904,Pl,Sol,4,31,la Vila de Gràcia,06,Gràcia,41.401523,2.156967,429531.310,4583674.383,29/06/2018,14/04/2021,OCI
3526,366400,Pl,Virreina,91,31,la Vila de Gràcia,06,Gràcia,41.405085,2.157202,429554.781,4584069.670,12/07/2018,30/04/2019,OCI
3546,74051,E.A.,Castell de Montjuïc,sn,11,el Poble Sec,03,Sants-Montjuïc,41.364142,2.165220,430181.185,4579517.743,17/07/2018,14/11/2018,OCI
3566,51908,C,Burgos,22,18,Sants,03,Sants-Montjuïc,41.372941,2.133292,427520.556,4580520.791,17/07/2018,16/03/2023,ZONES PEATONALS
3586,701334,C,Fernando Pessoa,15,60,Sant Andreu,09,Sant Andreu,41.439357,2.193150,432594.963,4587845.891,18/07/2018,15/01/2019,OBRES
3606,237203,C,Otger,20,60,Sant Andreu,09,Sant Andreu,41.434609,2.190387,432359.219,4587320.911,18/07/2018,04/02/2019,OCI
3607,301109,Pl,Palmeres,20,60,Sant Andreu,09,Sant Andreu,41.432826,2.186510,432033.460,4587126.030,18/07/2018,29/09/2018,OCI
3608,169409,G.V.,Corts Catalanes,839,65,el Clot,10,Sant Martí,41.405467,2.189321,432239.915,4584086.445,18/07/2018,21/05/2019,OBRES
3609,266405,Rbla,Prim,19,70,el Besòs i el Maresme,10,Sant Martí,41.411656,2.218416,434678.029,4584751.178,18/07/2018,05/06/2019,OCI
3626,326303,C,Sitges,5,01,el Raval,01,Ciutat Vella,41.384378,2.169670,430574.900,4581760.703,19/07/2018,26/06/2020,OCI
3666,348408,C,Tuset,8,26,Galvany,05,Sarrià-Sant Gervasi,41.395450,2.152753,429172.441,4583003.592,22/08/2018,19/02/2020,OCI
3667,167505,Pl,Joanic,7,31,la Vila de Gràcia,06,Gràcia,41.405521,2.162211,429973.940,4584113.950,22/08/2018,29/04/2021,OCI
3668,96203,C,Chapí,66,43,Horta,07,Horta-Guinardó,41.431907,2.159929,429811.652,4587045.206,22/08/2018,03/06/2019,SUPERILLA
3669,302203,C,Sant Gervasi de Cassoles,80,25,la Bonanova,05,Sarrià-Sant Gervasi,41.405913,2.136216,427801.558,4584178.890,22/08/2018,19/02/2020,SUPERILLA
3686,46409,Pg,Born,19,04,"Sant Pere, Santa Caterina i la Ribera",01,Ciutat Vella,41.384923,2.182773,431671.050,4581810.780,17/08/2018,,OCI
3706,102102,C,Doctor Giné i Partagàs,61,03,la Barceloneta,01,Ciutat Vella,41.379561,2.191067,432359.000,4581209.000,30/08/2018,15/06/2022,OCI
3707,65607,C,Carders,36,04,"Sant Pere, Santa Caterina i la Ribera",01,Ciutat Vella,41.387076,2.180426,431477.078,4582051.709,30/08/2018,07/06/2022,OCI
3709,177101,Via,Laietana,16,04,"Sant Pere, Santa Caterina i la Ribera",01,Ciutat Vella,41.383288,2.179750,431416.605,4581631.729,30/08/2018,11/07/2019,TRÀNSIT
3710,308200,C,Sant Nicolau,12,15,Hostafrancs,03,Sants-Montjuïc,41.377464,2.144930,428498.791,4581013.286,29/08/2018,03/06/2019,SUPERILLA
3711,114000,Pl,Espanya,6,15,Hostafrancs,03,Sants-Montjuïc,41.375439,2.148565,428800.524,4580785.403,29/08/2018,27/01/2020,SUPERILLA
3712,87009,C,Comte Borrell,81,10,Sant Antoni,02,L'Eixample,41.378636,2.160708,429819.453,4581130.453,29/08/2018,19/02/2020,SUPERILLA
3713,89004,C,Consell de Cent,231,08,l'Antiga Esquerra de l'Eixample,02,L'Eixample,41.385465,2.158462,429638.981,4581890.396,29/08/2018,06/02/2020,SUPERILLA
3714,145003,C,Girona,45,07,la Dreta de l'Eixample,02,L'Eixample,41.393327,2.173012,430863.841,4582751.532,29/08/2018,06/02/2020,SUPERILLA
3715,145003,C,Girona,72,07,la Dreta de l'Eixample,02,L'Eixample,41.395167,2.170906,430689.741,4582957.532,29/08/2018,19/02/2020,SUPERILLA
3746,21306,C,Arc del Teatre,5,01,el Raval,01,Ciutat Vella,41.378242,2.175112,431023.452,4581075.134,13/09/2018,05/10/2020,OCI
3766,86403,Pl,Concòrdia,7,19,les Corts,04,Les Corts,41.386486,2.132121,427437.693,4582025.479,27/09/2018,10/01/2019,OCI
3786,368507,C,Xifré,94,64,el Camp de l'Arpa del Clot,10,Sant Martí,41.410968,2.180889,431540.841,4584703.770,26/09/2018,05/04/2022,TRÀNSIT
3806,349706,C,Comte d'Urgell,88,08,l'Antiga Esquerra de l'Eixample,02,L'Eixample,41.382954,2.157634,429567.023,4581612.318,18/10/2018,,TRÀNSIT
3807,349706,C,Comte d'Urgell,126,09,la Nova Esquerra de l'Eixample,02,L'Eixample,41.384666,2.155368,429379.416,4581804.195,19/10/2018,,TRÀNSIT
3846,74051,E.A.,Castell de Montjuïc,sn,11,el Poble Sec,03,Sants-Montjuïc,41.364142,2.165220,430181.185,4579517.743,14/11/2018,05/09/2019,OCI
3866,43400,C,Blai,41,11,el Poble Sec,03,Sants-Montjuïc,41.374055,2.163579,430054.558,4580619.516,19/11/2018,13/02/2019,OCI
3886,349706,C,Comte d'Urgell,155,09,la Nova Esquerra de l'Eixample,02,L'Eixample,41.387485,2.151347,429046.238,4582120.524,23/11/2018,05/06/2019,OBRES
3887,225500,C,Nàpols,238,06,la Sagrada Família,02,L'Eixample,41.401143,2.171896,430778.835,4583620.108,23/11/2018,06/09/2019,OBRES
3888,191204,C,Mallorca,362,07,la Dreta de l'Eixample,02,L'Eixample,41.400783,2.172033,430789.898,4583580.098,23/11/2018,04/02/2019,OBRES
3926,161101,C,Independència,297,64,el Camp de l'Arpa del Clot,10,Sant Martí,41.408356,2.182525,431674.905,4584412.506,04/12/2018,07/09/2019,OBRES
3967,169409,G.V.,Corts Catalanes,875,65,el Clot,10,Sant Martí,41.407874,2.192481,432506.528,4584351.180,15/01/2019,04/02/2019,OBRES
4006,169409,G.V.,Corts Catalanes,755,05,el Fort Pienc,02,L'Eixample,41.401284,2.183707,431766.261,4583626.412,01/02/2019,17/02/2020,OBRES
4026,191204,C,Mallorca,362,07,la Dreta de l'Eixample,02,L'Eixample,41.400783,2.172033,430789.898,4583580.098,04/02/2019,07/06/2019,OBRES
4046,169409,G.V.,Corts Catalanes,891,65,el Clot,10,Sant Martí,41.408257,2.192991,432549.552,4584393.262,04/02/2019,02/05/2019,OBRES
4066,169409,G.V.,Corts Catalanes,875,65,el Clot,10,Sant Martí,41.407874,2.192481,432506.528,4584351.180,07/02/2019,12/04/2019,OBRES
4067,161101,C,Independència,261,65,el Clot,10,Sant Martí,41.406390,2.185133,431890.834,4584192.219,08/02/2019,15/01/2020,TRÀNSIT
4068,229001,Pl,Nord,11,31,la Vila de Gràcia,06,Gràcia,41.407093,2.155258,429394.492,4584294.193,08/02/2019,30/04/2019,OCI
4086,43400,C,Blai,41,11,el Poble Sec,03,Sants-Montjuïc,41.374055,2.163579,430054.558,4580619.516,13/02/2019,18/09/2019,OCI
4106,366400,Pl,Virreina,4,31,la Vila de Gràcia,06,Gràcia,41.405117,2.157312,429564.061,4584073.118,28/02/2019,15/01/2020,OCI
4126,284305,Pl,Vila de Gràcia,13,31,la Vila de Gràcia,06,Gràcia,41.400380,2.157299,429557.814,4583547.226,28/02/2019,10/07/2019,OCI
4127,238400,C,Padilla,264,06,la Sagrada Família,02,L'Eixample,41.406689,2.175990,431126.890,4584232.575,01/03/2019,29/07/2019,TRÀNSIT
4147,86403,Pl,Concòrdia,7,19,les Corts,04,Les Corts,41.386486,2.132121,427437.693,4582025.479,28/03/2019,15/01/2020,OCI
4166,158901,Pl,Osca,2,18,Sants,03,Sants-Montjuïc,41.376198,2.138527,427962.000,4580878.000,01/04/2019,15/01/2020,SUPERILLA
4186,169409,G.V.,Corts Catalanes,875,65,el Clot,10,Sant Martí,41.407874,2.192481,432506.528,4584351.180,12/04/2019,11/07/2019,OBRES
4206,229001,Pl,Nord,11,31,la Vila de Gràcia,06,Gràcia,41.407093,2.155258,429394.492,4584294.193,30/04/2019,,OCI
4226,285807,C,Rocafort,47,10,Sant Antoni,02,L'Eixample,41.377418,2.155691,429398.561,4580999.344,21/05/2019,21/02/2024,TRÀNSIT
4227,346402,C,Trinxant,39,64,el Camp de l'Arpa del Clot,10,Sant Martí,41.414415,2.185702,431946.751,4585082.696,21/05/2019,15/10/2019,TRÀNSIT
4246,266405,Rbla,Prim,19,70,el Besòs i el Maresme,10,Sant Martí,41.411656,2.218416,434678.029,4584751.178,05/06/2019,03/04/2020,OCI
4248,349706,C,Comte d'Urgell,155,09,la Nova Esquerra de l'Eixample,02,L'Eixample,41.387485,2.151347,429046.238,4582120.524,05/06/2019,03/04/2020,OBRES
4249,169409,G.V.,Corts Catalanes,891,65,el Clot,10,Sant Martí,41.408257,2.192991,432549.552,4584393.262,06/06/2019,26/06/2019,OBRES
4266,169409,G.V.,Corts Catalanes,891,65,el Clot,10,Sant Martí,41.408257,2.192991,432549.552,4584393.262,26/06/2019,30/11/2022,OBRES
4286,284305,Pl,Vila de Gràcia,13,31,la Vila de Gràcia,06,Gràcia,41.400380,2.157299,429557.814,4583547.226,10/07/2019,24/11/2021,OCI
4287,169409,G.V.,Corts Catalanes,875,65,el Clot,10,Sant Martí,41.407874,2.192481,432506.528,4584351.180,11/07/2019,13/05/2021,OBRES
4306,284101,Av,Rius i Taulet,5,11,el Poble Sec,03,Sants-Montjuïc,41.372475,2.153848,429239.113,4580452.011,15/07/2019,06/08/2019,ACTIVITATS A L'AIRE LLIURE
4326,282650,Av,Rio de Janeiro,11,45,Porta,08,Nou Barris,41.431450,2.181416,431606.430,4586977.230,22/07/2019,15/01/2020,ANIMALS
4346,278200,Av,Reina Maria Cristina,8,11,el Poble Sec,03,Sants-Montjuïc,41.371794,2.150782,428982.000,4580379.000,06/08/2019,21/09/2020,OCI
