Id_Instal,Codi_Carrer,Tipus_Via,Nom_Carrer,Num_Carrer,Codi_Barri,Nom_Barri,Codi_Districte,Nom_Districte,Latitud,Longitud,ETRS89_X,ETRS89_Y,Data_Instalacio,Data_DesInstalacio,Font
4366,96203,C,Chapí,66,43,Horta,07,Horta-Guinardó,41.431907,2.159929,429811.652,4587045.206,08/08/2019,16/10/2019,SUPERILLA
4367,308200,C,Sant Nicolau,12,15,Hostafrancs,03,Sants-Montjuïc,41.377464,2.144930,428498.791,4581013.286,08/08/2019,19/02/2020,SUPERILLA
4386,197302,C,Marina,155,05,el Fort Pienc,02,L'Eixample,41.398089,2.181526,431580.607,4583273.454,05/09/2019,15/10/2019,ÀREES DE JOC INFANTIL
4387,177101,Via,Laietana,16,04,"Sant Pere, Santa Caterina i la Ribera",01,Ciutat Vella,41.383288,2.179750,431416.605,4581631.729,05/09/2019,28/10/2019,TRÀNSIT
4388,74051,E.A.,Castell de Montjuïc,sn,11,el Poble Sec,03,Sants-Montjuïc,41.364142,2.165220,430181.185,4579517.743,05/09/2019,22/07/2020,"PARCS, PATIS INTERIOR D'ILLA I ZEPQA"
4406,43400,C,Blai,41,11,el Poble Sec,03,Sants-Montjuïc,41.374055,2.163579,430054.558,4580619.516,19/09/2019,31/07/2020,OCI
4426,161101,C,Independència,297,64,el Camp de l'Arpa del Clot,10,Sant Martí,41.408356,2.182525,431674.905,4584412.506,20/09/2019,23/07/2020,OBRES
4446,197302,C,Marina,155,05,el Fort Pienc,02,L'Eixample,41.398089,2.181526,431580.607,4583273.454,15/10/2019,16/09/2020,ÀREES DE JOC INFANTIL
4466,225500,C,Nàpols,238,06,la Sagrada Família,02,L'Eixample,41.401143,2.171896,430778.835,4583620.108,25/10/2019,23/07/2020,OBRES
4486,305507,C,Sant Joan de Malta,47,65,el Clot,10,Sant Martí,41.408748,2.192507,432509.631,4584448.169,12/11/2019,02/12/2020,ZONES PEATONALS
4506,170758,C,Josep Soldevila,13,60,Sant Andreu,09,Sant Andreu,41.428321,2.195281,432761.645,4586619.041,22/11/2019,04/03/2020,INFRASTRUCTURES FERROVIÀRIES
4526,296508,Rda,Sant Antoni,59,10,Sant Antoni,02,L'Eixample,41.384606,2.163802,430084.516,4581790.720,03/12/2019,25/01/2022,TRÀNSIT
4527,112208,C,Escudellers,48,02,el Barri Gòtic,01,Ciutat Vella,41.380390,2.177537,431228.473,4581311.696,03/12/2019,22/09/2020,OCI
4546,366400,Pl,Virreina,4,31,la Vila de Gràcia,06,Gràcia,41.405117,2.157312,429564.061,4584073.118,17/01/2020,29/09/2021,OCI
4566,158901,Pl,Osca,2,18,Sants,03,Sants-Montjuïc,41.376198,2.138527,427962.000,4580878.000,05/02/2020,09/08/2020,SUPERILLA
4586,169023,C,Jordi Girona,18,21,Pedralbes,04,Les Corts,41.387683,2.114689,425981.547,4582173.085,05/02/2020,01/07/2020,TRÀNSIT
4606,227800,C,Nicaragua,117,19,les Corts,04,Les Corts,41.386080,2.137380,427877.000,4581976.000,06/02/2020,23/07/2020,ANIMALS
4607,161101,C,Independència,261,65,el Clot,10,Sant Martí,41.406390,2.185133,431890.834,4584192.219,06/02/2020,29/01/2021,TRÀNSIT
4626,202402,Pl,Masadas,1,61,la Sagrera,09,Sant Andreu,41.424877,2.189826,432302.259,4586240.863,12/02/2020,30/01/2021,OCI
4646,86403,Pl,Concòrdia,7,19,les Corts,04,Les Corts,41.386486,2.132121,427437.693,4582025.479,17/02/2020,29/01/2021,OCI
4666,169409,G.V.,Corts Catalanes,755,05,el Fort Pienc,02,L'Eixample,41.401284,2.183707,431766.261,4583626.412,19/02/2020,30/01/2021,OBRES
4686,170758,C,Josep Soldevila,15,60,Sant Andreu,09,Sant Andreu,41.429049,2.195533,432783.463,4586699.629,04/03/2020,01/08/2020,INFRASTRUCTURES FERROVIÀRIES
4706,193403,Plta,Manuel Ribé,2,02,el Barri Gòtic,01,Ciutat Vella,41.382625,2.175450,431056.362,4581561.515,12/06/2020,30/01/2021,OCI
4726,349706,C,Comte d'Urgell,155,09,la Nova Esquerra de l'Eixample,02,L'Eixample,41.387485,2.151347,429046.238,4582120.524,17/06/2020,10/12/2020,OBRES
4786,326303,C,Sitges,5,01,el Raval,01,Ciutat Vella,41.384378,2.169670,430574.900,4581760.703,26/06/2020,19/04/2024,OCI
4806,266405,Rbla,Prim,19,70,el Besòs i el Maresme,10,Sant Martí,41.411656,2.218416,434678.029,4584751.178,07/07/2020,11/12/2020,OCI
4846,284804,C,Robador,31,01,el Raval,01,Ciutat Vella,41.379396,2.170909,430673.242,4581206.666,14/07/2020,,OCI
4866,352507,Pg,Vall d'Hebron,132,38,la Teixonera,07,Horta-Guinardó,41.423837,2.141760,428284.734,4586164.150,15/07/2020,,TRÀNSIT
4887,319206,C,Santes Creus,8,43,Horta,07,Horta-Guinardó,41.430238,2.162217,430001.000,4586858.000,29/07/2020,14/09/2022,OCI
4888,329505,C,Tajo,31,43,Horta,07,Horta-Guinardó,41.429785,2.162318,430008.932,4586807.657,29/07/2020,06/10/2022,OCI
4889,346800,Rbla,Poblenou,16,68,el Poblenou,10,Sant Martí,41.398314,2.204957,433539.551,4583280.239,30/07/2020,14/10/2021,OCI
4890,235300,Pl,Olles,4,04,"Sant Pere, Santa Caterina i la Ribera",01,Ciutat Vella,41.383731,2.183130,431699.641,4581678.226,30/07/2020,02/03/2022,OCI
4891,269006,C,Portal Nou,17,04,"Sant Pere, Santa Caterina i la Ribera",01,Ciutat Vella,41.388604,2.180647,431497.206,4582221.147,30/07/2020,02/03/2022,OCI
4892,195500,C,Margarit,52,11,el Poble Sec,03,Sants-Montjuïc,41.372563,2.163145,430016.708,4580454.272,30/07/2020,14/10/2021,OCI
4906,43400,C,Blai,41,11,el Poble Sec,03,Sants-Montjuïc,41.374055,2.163579,430054.558,4580619.516,04/08/2020,03/02/2021,OCI
4926,161101,C,Independència,297,64,el Camp de l'Arpa del Clot,10,Sant Martí,41.408356,2.182525,431674.905,4584412.506,05/08/2020,11/12/2020,OBRES
4946,194100,C,La Maquinista,2,03,la Barceloneta,01,Ciutat Vella,41.380438,2.187454,432057.743,4581309.258,21/07/2020,,OCI
4966,225500,C,Nàpols,238,06,la Sagrada Família,02,L'Eixample,41.401143,2.171896,430778.835,4583620.108,26/08/2020,10/12/2020,OBRES
4986,158901,Pl,Osca,2,18,Sants,03,Sants-Montjuïc,41.376198,2.138527,427962.000,4580878.000,03/09/2020,09/10/2020,SUPERILLA
5026,246000,C,Parlament,25,10,Sant Antoni,02,L'Eixample,41.376425,2.162425,429960.622,4580883.642,29/09/2020,06/10/2022,OCI
5027,87009,C,Comte Borrell,34,10,Sant Antoni,02,L'Eixample,41.376948,2.163438,430045.873,4580940.865,29/09/2020,06/10/2022,OCI
5029,323203,C,Sepúlveda,131,10,Sant Antoni,02,L'Eixample,41.381475,2.160105,429772.010,4581446.086,29/09/2020,02/02/2021,XARXA DE TRANSPORT PÚBLIC
5046,264206,C,Avenir,55,26,Galvany,05,Sarrià-Sant Gervasi,41.394591,2.144827,428508.923,4582914.797,30/09/2020,04/02/2021,PROVES
5066,112208,C,Escudellers,48,02,el Barri Gòtic,01,Ciutat Vella,41.380390,2.177537,431228.473,4581311.696,27/10/2020,10/10/2022,OCI
5086,21306,C,Arc del Teatre,5,01,el Raval,01,Ciutat Vella,41.378242,2.175112,431023.452,4581075.134,02/11/2020,15/11/2021,OCI
5106,96203,C,Chapí,66,43,Horta,07,Horta-Guinardó,41.431907,2.159929,429811.652,4587045.206,18/11/2020,06/10/2022,TRÀNSIT
5107,351901,Pg,Valldaura,24,43,Horta,07,Horta-Guinardó,41.437482,2.156005,429489.839,4587667.269,18/11/2020,11/11/2021,SUPERILLA
5108,701272,Jard,Mediterrània,1,13,la Marina de Port,03,Sants-Montjuïc,41.360031,2.140171,428081.675,4579081.761,18/11/2020,15/11/2021,OCI
5109,701272,Jard,Mediterrània,0,13,la Marina de Port,03,Sants-Montjuïc,41.359424,2.141027,428152.564,4579013.661,18/11/2020,,OCI
5126,161101,C,Independència,297,64,el Camp de l'Arpa del Clot,10,Sant Martí,41.408356,2.182525,431674.905,4584412.506,11/12/2020,13/05/2021,OBRES
5127,266405,Rbla,Prim,19,70,el Besòs i el Maresme,10,Sant Martí,41.411656,2.218416,434678.029,4584751.178,11/12/2020,10/03/2021,OCI
5128,225500,C,Nàpols,238,06,la Sagrada Família,02,L'Eixample,41.401143,2.171896,430778.835,4583620.108,10/12/2020,07/07/2021,OBRES
5129,349706,C,Comte d'Urgell,155,09,la Nova Esquerra de l'Eixample,02,L'Eixample,41.387485,2.151347,429046.238,4582120.524,10/12/2020,11/03/2021,OBRES
5130,158901,Pl,Osca,10,18,Sants,03,Sants-Montjuïc,41.376153,2.138468,427957.000,4580873.000,10/12/2020,02/09/2021,SUPERILLA
5186,249304,C,Pere IV,523,71,Provençals del Poblenou,10,Sant Martí,41.418244,2.209617,433949.261,4585489.202,20/11/2020,14/06/2022,TRÀNSIT
5187,143609,C,Josep Pla,163,71,Provençals del Poblenou,10,Sant Martí,41.415206,2.207165,433741.270,4585153.845,20/11/2020,,TRÀNSIT
5188,249304,C,Pere IV,416,71,Provençals del Poblenou,10,Sant Martí,41.412182,2.204888,433547.907,4584819.847,20/11/2020,01/09/2022,TRÀNSIT
5206,169409,G.V.,Corts Catalanes,755,05,el Fort Pienc,02,L'Eixample,41.401284,2.183707,431766.261,4583626.412,03/02/2021,09/03/2021,OBRES
5207,43400,C,Blai,41,11,el Poble Sec,03,Sants-Montjuïc,41.374055,2.163579,430054.558,4580619.516,03/02/2021,13/05/2021,OCI
5226,18505,C,Aragó,346,07,la Dreta de l'Eixample,02,L'Eixample,41.396322,2.170567,430662.643,4583085.947,03/02/2021,02/09/2021,TRÀNSIT
5246,86403,Pl,Concòrdia,7,19,les Corts,04,Les Corts,41.386486,2.132121,427437.693,4582025.479,04/02/2021,11/03/2021,OCI
5247,193403,Plta,Manuel Ribé,2,02,el Barri Gòtic,01,Ciutat Vella,41.382625,2.175450,431056.362,4581561.515,04/02/2021,20/10/2021,OCI
5266,208001,C,Torrent de l'Olla,218,31,la Vila de Gràcia,06,Gràcia,41.406216,2.152848,429192.067,4584198.701,04/03/2021,17/03/2021,PROVES
5286,169409,G.V.,Corts Catalanes,755,05,el Fort Pienc,02,L'Eixample,41.401284,2.183707,431766.261,4583626.412,09/03/2021,08/06/2021,OBRES
5306,350308,C,València,369,07,la Dreta de l'Eixample,02,L'Eixample,41.399072,2.171695,430759.837,4583390.357,09/03/2021,28/09/2021,TRÀNSIT
5326,266405,Rbla,Prim,19,70,el Besòs i el Maresme,10,Sant Martí,41.411656,2.218416,434678.029,4584751.178,10/03/2021,30/06/2022,OCI
5346,86403,Pl,Concòrdia,7,19,les Corts,04,Les Corts,41.386486,2.132121,427437.693,4582025.479,11/03/2021,,OCI
5347,348408,C,Tuset,8,26,Galvany,05,Sarrià-Sant Gervasi,41.395450,2.152753,429172.441,4583003.592,11/03/2021,02/10/2023,OCI
5386,361406,C,Viladomat,2,10,Sant Antoni,02,L'Eixample,41.375540,2.162880,429997.725,4580784.972,23/03/2021,20/09/2021,XARXA DE TRANSPORT PÚBLIC
5387,176801,C,Roger de Llúria,125,07,la Dreta de l'Eixample,02,L'Eixample,41.396810,2.163280,430054.000,4583146.000,23/03/2021,20/07/2021,PATIS D'ESCOLA
5406,43400,C,Blai,41,11,el Poble Sec,03,Sants-Montjuïc,41.374055,2.163579,430054.558,4580619.516,20/05/2021,02/09/2021,OCI
5426,177101,Via,Laietana,16,04,"Sant Pere, Santa Caterina i la Ribera",01,Ciutat Vella,41.383288,2.179750,431416.605,4581631.729,20/04/2021,15/06/2022,TRÀNSIT
5446,247659,C,Pau Claris,131,07,la Dreta de l'Eixample,02,L'Eixample,41.393091,2.166431,430313.436,4582730.666,20/04/2021,15/10/2021,TRÀNSIT
5466,125006,C,Fígols,20,19,les Corts,04,Les Corts,41.381608,2.130061,427260.073,4581485.715,29/04/2021,10/11/2021,TRÀNSIT
5486,179708,C,Lincoln,4,26,Galvany,05,Sarrià-Sant Gervasi,41.400139,2.150570,428995.103,4583525.962,29/04/2021,16/02/2022,TRÀNSIT
5506,167505,Pl,Joanic,7,31,la Vila de Gràcia,06,Gràcia,41.405521,2.162211,429973.940,4584113.950,29/04/2021,,OCI
5526,167505,Pl,Joanic,4,31,la Vila de Gràcia,06,Gràcia,41.405302,2.162306,429981.651,4584089.597,29/04/2021,17/09/2021,OCI
5527,274800,C,Ramón y Cajal,154,31,la Vila de Gràcia,06,Gràcia,41.405167,2.162768,430020.152,4584074.214,29/04/2021,21/09/2022,OCI
5528,112004,C,Escorial,12,32,el Camp d'en Grassot i Gràcia Nova,06,Gràcia,41.405534,2.163067,430045.512,4584114.742,29/04/2021,03/05/2023,OCI
5566,161101,C,Independència,297,64,el Camp de l'Arpa del Clot,10,Sant Martí,41.408356,2.182525,431674.905,4584412.506,13/05/2021,06/07/2021,OBRES
5586,209900,Av,Meridiana,194,65,el Clot,10,Sant Martí,41.413608,2.187111,432063.613,4584991.918,13/05/2021,15/06/2022,OBRES
5606,701704,Pl,Joan Pelegrí,1,15,Hostafrancs,03,Sants-Montjuïc,41.376316,2.142397,428285.732,4580887.915,27/05/2021,16/06/2022,ZONES PEATONALS
5626,358004,C,Vesuvi,35,52,la Prosperitat,08,Nou Barris,41.445836,2.185651,431975.315,4588571.027,03/06/2021,09/11/2021,TRÀNSIT
5646,209900,Av,Meridiana,97,65,el Clot,10,Sant Martí,41.406891,2.186659,432018.872,4584246.580,08/06/2021,,TRÀNSIT
5666,207202,C,Mejía Lequerica,22,20,la Maternitat i Sant Ramon,04,Les Corts,41.383306,2.126747,426984.839,4581676.930,15/06/2021,07/06/2022,"PARCS, PATIS INTERIOR D'ILLA I ZEPQA"
5686,310008,C,Sant Quintí,32,64,el Camp de l'Arpa del Clot,10,Sant Martí,41.413429,2.178230,431321.243,4584979.075,16/06/2021,13/11/2021,TRÀNSIT
5706,178400,C,Lleida,32,11,el Poble Sec,03,Sants-Montjuïc,41.373418,2.154793,429319.120,4580555.994,18/06/2021,21/09/2021,TRÀNSIT
5707,110803,C,Entença,155,09,la Nova Esquerra de l'Eixample,02,L'Eixample,41.383079,2.145831,428580.275,4581635.882,18/06/2021,19/10/2021,TRÀNSIT
5746,16703,C,Anglesola,29,19,les Corts,04,Les Corts,41.388368,2.133023,427515.261,4582233.720,29/06/2021,16/02/2022,TRÀNSIT
5766,329902,C,Tamarit,165,10,Sant Antoni,02,L'Eixample,41.378803,2.160936,429838.641,4581148.868,14/07/2021,,TRÀNSIT
5767,701326,Rbla,Fabra i Puig,76,60,Sant Andreu,09,Sant Andreu,41.430170,2.186124,431998.410,4586831.410,14/07/2021,27/08/2021,NETEJA
5768,296202,C,Gran de Sant Andreu,151,60,Sant Andreu,09,Sant Andreu,41.431997,2.189280,432264.080,4587031.839,14/07/2021,27/08/2021,NETEJA
5786,134801,C,Freser,7,64,el Camp de l'Arpa del Clot,10,Sant Martí,41.410032,2.179231,431401.332,4584601.133,21/07/2021,21/09/2021,ANIMALS
5806,110304,C,Enric Granados,143,08,l'Antiga Esquerra de l'Eixample,02,L'Eixample,41.394284,2.153715,429251.600,4582873.354,22/07/2021,12/05/2022,OCI
5807,110304,C,Enric Granados,30,08,l'Antiga Esquerra de l'Eixample,02,L'Eixample,41.390262,2.159182,429704.312,4582422.348,22/07/2021,02/05/2022,OCI
5847,158901,Pl,Osca,10,18,Sants,03,Sants-Montjuïc,41.376153,2.138468,427957.000,4580873.000,02/09/2021,10/11/2021,SUPERILLA
5867,43400,C,Blai,41,11,el Poble Sec,03,Sants-Montjuïc,41.374055,2.163579,430054.558,4580619.516,23/09/2021,02/03/2022,OCI
5869,10900,C,Pepe Rubianes,16,03,la Barceloneta,01,Ciutat Vella,41.378318,2.189727,432245.672,4581072.044,23/09/2021,02/05/2022,OCI
5886,208001,C,Torrent de l'Olla,218,31,la Vila de Gràcia,06,Gràcia,41.406216,2.152848,429192.067,4584198.701,30/09/2021,07/10/2021,PROVES
5926,307900,Pl,Sant Miquel,0,02,el Barri Gòtic,01,Ciutat Vella,41.381787,2.177176,431199.810,4581467.092,28/09/2021,09/06/2022,ZONES PEATONALS
5946,182702,C,Lluís Muntadas,9,25,la Bonanova,05,Sarrià-Sant Gervasi,41.416079,2.133190,427560.000,4585310.000,07/10/2021,25/11/2021,PATIS D'ESCOLA
5966,101700,C,Doctor Ferran,51,21,Pedralbes,04,Les Corts,41.390594,2.123365,426710.268,4582488.986,20/10/2021,13/01/2022,XARXA DE TRANSPORT PÚBLIC
5986,208001,C,Torrent de l'Olla,121,31,la Vila de Gràcia,06,Gràcia,41.402708,2.156512,429494.607,4583806.357,20/10/2021,07/10/2022,TRÀNSIT
6006,208001,C,Torrent de l'Olla,51,31,la Vila de Gràcia,06,Gràcia,41.400282,2.159417,429734.779,4583534.581,20/10/2021,07/10/2022,TRÀNSIT
6007,208001,C,Torrent de l'Olla,224,31,la Vila de Gràcia,06,Gràcia,41.406996,2.151799,429105.253,4584286.206,20/10/2021,20/04/2022,TRÀNSIT
6009,193403,Plta,Manuel Ribé,2,02,el Barri Gòtic,01,Ciutat Vella,41.382625,2.175450,431056.362,4581561.515,20/10/2021,02/03/2022,OCI
6026,366400,Pl,Virreina,4,31,la Vila de Gràcia,06,Gràcia,41.405117,2.157312,429564.061,4584073.118,22/10/2021,,OCI
6046,88001,C,Comtes de Bell-lloc,182,19,les Corts,04,Les Corts,41.383103,2.135674,427731.000,4581647.000,25/10/2021,16/11/2021,PATIS D'ESCOLA
6086,351901,Pg,Valldaura,24,43,Horta,07,Horta-Guinardó,41.437482,2.156005,429489.839,4587667.269,11/11/2021,16/06/2022,TRÀNSIT
6106,202402,Pl,Masadas,1,61,la Sagrera,09,Sant Andreu,41.424877,2.189826,432302.259,4586240.863,12/11/2021,04/10/2022,OCI
6107,11200,C,Pamplona,103,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,41.397383,2.190215,432306.225,4583188.274,12/11/2021,15/06/2022,OCI
6127,158901,Pl,Osca,10,18,Sants,03,Sants-Montjuïc,41.376153,2.138468,427957.000,4580873.000,16/11/2021,12/05/2022,OCI
6146,88001,C,Comtes de Bell-lloc,182,19,les Corts,04,Les Corts,41.383103,2.135674,427731.000,4581647.000,16/11/2021,16/02/2022,PATIS D'ESCOLA
6166,350308,C,València,488,06,la Sagrada Família,02,L'Eixample,41.404079,2.178587,431341.232,4583940.816,18/11/2021,15/06/2022,TRÀNSIT
6186,110304,C,Enric Granados,11,08,l'Antiga Esquerra de l'Eixample,02,L'Eixample,41.387863,2.162356,429967.112,4582153.500,18/11/2021,27/10/2022,OCI
6187,110304,C,Enric Granados,65,08,l'Antiga Esquerra de l'Eixample,02,L'Eixample,41.391122,2.157903,429598.374,4582518.882,18/11/2021,27/10/2022,OCI
6207,152905,Rda,Guinardó,24,33,el Baix Guinardó,07,Horta-Guinardó,41.411885,2.163565,430093.916,4584819.398,22/11/2021,02/03/2022,PROVES
6226,167505,Pl,Joanic,2,31,la Vila de Gràcia,06,Gràcia,41.405174,2.162446,429993.208,4584075.309,22/11/2021,11/04/2023,OCI
6246,284305,Pl,Vila de Gràcia,13,31,la Vila de Gràcia,06,Gràcia,41.400380,2.157299,429557.814,4583547.226,24/11/2021,24/11/2022,OCI
6266,348805,Pl,Revolució de Setembre 1868,3,31,la Vila de Gràcia,06,Gràcia,41.402754,2.158158,429632.212,4583810.119,13/12/2021,,OCI
6286,193403,Plta,Manuel Ribé,1,02,el Barri Gòtic,01,Ciutat Vella,41.382724,2.175562,431065.838,4581572.349,14/12/2021,24/10/2022,OCI
6306,21306,C,Arc del Teatre,5,01,el Raval,01,Ciutat Vella,41.378242,2.175112,431023.452,4581075.134,23/12/2021,,OCI
6326,701272,Jard,Mediterrània,1,13,la Marina de Port,03,Sants-Montjuïc,41.360031,2.140171,428081.675,4579081.761,23/12/2021,01/06/2022,OCI
6346,296508,Rda,Sant Antoni,59,10,Sant Antoni,02,L'Eixample,41.384606,2.163802,430084.516,4581790.720,26/01/2022,,TRÀNSIT
6366,101700,C,Doctor Ferran,43,21,Pedralbes,04,Les Corts,41.390225,2.123948,426758.567,4582447.476,16/02/2022,02/05/2022,XARXA DE TRANSPORT PÚBLIC
6386,225306,C,Nau Santa Maria,3,19,les Corts,04,Les Corts,41.391245,2.131957,427429.327,4582554.008,16/02/2022,11/05/2022,OCI
6426,43400,C,Blai,41,11,el Poble Sec,03,Sants-Montjuïc,41.374055,2.163579,430054.558,4580619.516,02/03/2022,14/09/2022,OCI
6446,191204,C,Mallorca,236,07,la Dreta de l'Eixample,02,L'Eixample,41.392349,2.160681,429831.942,4582652.847,23/03/2022,18/01/2023,OBRES
6466,208001,C,Torrent de l'Olla,224,31,la Vila de Gràcia,06,Gràcia,41.406996,2.151799,429105.253,4584286.206,20/04/2022,13/07/2022,TRÀNSIT
6486,144306,C,Pi i Margall,29,32,el Camp d'en Grassot i Gràcia Nova,06,Gràcia,41.407714,2.163514,430085.239,4584356.352,20/04/2022,02/06/2022,TRÀNSIT
6487,144306,C,Pi i Margall,75,32,el Camp d'en Grassot i Gràcia Nova,06,Gràcia,41.410069,2.164116,430138.027,4584617.335,20/04/2022,02/06/2022,TRÀNSIT
6488,144306,C,Pi i Margall,110,33,el Baix Guinardó,07,Horta-Guinardó,41.411144,2.164644,430183.338,4584736.283,20/04/2022,07/06/2022,TRÀNSIT
6506,311500,C,Sant Vicenç,34,01,el Raval,01,Ciutat Vella,41.382246,2.164201,430115.399,4581528.454,26/04/2022,,OCI
6526,110304,C,Enric Granados,30,08,l'Antiga Esquerra de l'Eixample,02,L'Eixample,41.390262,2.159182,429704.312,4582422.348,02/05/2022,22/10/2022,OCI
6566,225306,C,Nau Santa Maria,3,19,les Corts,04,Les Corts,41.391245,2.131957,427429.327,4582554.008,11/05/2022,10/06/2022,OCI
6567,158901,Pl,Osca,10,18,Sants,03,Sants-Montjuïc,41.376153,2.138468,427957.000,4580873.000,12/05/2022,16/03/2023,OCI
6586,110304,C,Enric Granados,143,08,l'Antiga Esquerra de l'Eixample,02,L'Eixample,41.394284,2.153715,429251.600,4582873.354,12/05/2022,09/03/2023,OCI
6606,350308,C,València,275,07,la Dreta de l'Eixample,02,L'Eixample,41.394548,2.165680,430252.171,4582893.022,13/05/2022,,TRÀNSIT
6607,350308,C,València,291,07,la Dreta de l'Eixample,02,L'Eixample,41.395454,2.166879,430353.352,4582992.583,13/05/2022,,TRÀNSIT
6608,18505,C,Aragó,293,07,la Dreta de l'Eixample,02,L'Eixample,41.393943,2.167067,430367.518,4582824.672,13/05/2022,,TRÀNSIT
6626,169409,G.V.,Corts Catalanes,938,71,Provençals del Poblenou,10,Sant Martí,41.408956,2.194691,432692.361,4584469.613,01/06/2022,02/12/2022,OBRES
6646,346800,Rbla,Poblenou,105,68,el Poblenou,10,Sant Martí,41.402956,2.198718,433022.767,4583800.381,01/06/2022,,OCI
6647,701272,Jard,Mediterrània,1,13,la Marina de Port,03,Sants-Montjuïc,41.360031,2.140171,428081.675,4579081.761,01/06/2022,15/09/2022,OCI
6666,118703,C,Evarist Arnús,12,19,les Corts,04,Les Corts,41.382272,2.132179,427437.840,4581557.627,02/06/2022,03/05/2023,TRÀNSIT
6667,325005,C,Sicília,321,32,el Camp d'en Grassot i Gràcia Nova,06,Gràcia,41.405611,2.168071,430463.876,4584119.242,02/06/2022,15/06/2022,TRÀNSIT
6668,316106,Pl,Raspall,2,31,la Vila de Gràcia,06,Gràcia,41.401296,2.160819,429853.093,4583646.022,02/06/2022,,OCI
6669,270606,C,Puigmartí,37,31,la Vila de Gràcia,06,Gràcia,41.402882,2.161485,429910.401,4583821.624,02/06/2022,,OCI
6686,169409,G.V.,Corts Catalanes,755,05,el Fort Pienc,02,L'Eixample,41.401284,2.183707,431766.261,4583626.412,07/06/2022,06/10/2022,OBRES
6687,12906,C,Allada-Vermell,16,04,"Sant Pere, Santa Caterina i la Ribera",01,Ciutat Vella,41.386615,2.181148,431536.931,4581999.898,07/06/2022,,OCI
6688,87009,C,Comte Borrell,243,09,la Nova Esquerra de l'Eixample,02,L'Eixample,41.386853,2.150002,428933.163,4582051.453,07/06/2022,06/10/2022,TRÀNSIT
6689,43400,C,Blai,24,11,el Poble Sec,03,Sants-Montjuïc,41.373627,2.164696,430147.508,4580571.152,07/06/2022,,OCI
6690,86902,C,Nou de la Rambla,150,11,el Poble Sec,03,Sants-Montjuïc,41.372375,2.167267,430361.203,4580430.105,07/06/2022,,OCI
6706,86902,C,Nou de la Rambla,126,11,el Poble Sec,03,Sants-Montjuïc,41.373812,2.168759,430487.503,4580588.461,08/06/2022,22/12/2022,OCI
6726,110304,C,Enric Granados,17,08,l'Antiga Esquerra de l'Eixample,02,L'Eixample,41.388076,2.161931,429931.825,4582177.439,08/06/2022,30/05/2023,OCI
6727,323203,C,Sepúlveda,145,10,Sant Antoni,02,L'Eixample,41.382049,2.160721,429824.143,4581509.398,08/06/2022,,TRÀNSIT
6728,285807,C,Rocafort,237,09,la Nova Esquerra de l'Eixample,02,L'Eixample,41.385171,2.145425,428548.599,4581868.512,08/06/2022,,TRÀNSIT
6746,285807,C,Rocafort,114,09,la Nova Esquerra de l'Eixample,02,L'Eixample,41.380707,2.151667,429065.651,4581367.796,09/06/2022,12/04/2023,TRÀNSIT
6747,54509,C,Calàbria,147,09,la Nova Esquerra de l'Eixample,02,L'Eixample,41.381766,2.152195,429110.983,4581484.848,09/06/2022,,TRÀNSIT
6748,87009,C,Comte Borrell,154,09,la Nova Esquerra de l'Eixample,02,L'Eixample,41.382956,2.155291,429371.160,4581614.449,09/06/2022,30/05/2023,TRÀNSIT
6749,89004,C,Consell de Cent,214,08,l'Antiga Esquerra de l'Eixample,02,L'Eixample,41.385465,2.158462,429638.981,4581890.396,09/06/2022,30/05/2023,TRÀNSIT
6750,89004,C,Consell de Cent,238,08,l'Antiga Esquerra de l'Eixample,02,L'Eixample,41.386681,2.159927,429762.804,4582024.201,09/06/2022,30/05/2023,TRÀNSIT
6751,169409,G.V.,Corts Catalanes,579,08,l'Antiga Esquerra de l'Eixample,02,L'Eixample,41.385245,2.162565,429981.789,4581862.720,09/06/2022,,TRÀNSIT
6752,145003,C,Girona,115,07,la Dreta de l'Eixample,02,L'Eixample,41.397009,2.168144,430460.812,4583164.166,09/06/2022,01/06/2023,TRÀNSIT
6753,145003,C,Girona,72,07,la Dreta de l'Eixample,02,L'Eixample,41.395167,2.170906,430689.741,4582957.532,09/06/2022,30/11/2022,TRÀNSIT
6754,18505,C,Aragó,346,07,la Dreta de l'Eixample,02,L'Eixample,41.396322,2.170567,430662.643,4583085.947,09/06/2022,,TRÀNSIT
6755,169409,G.V.,Corts Catalanes,655,07,la Dreta de l'Eixample,02,L'Eixample,41.393179,2.173129,430873.464,4582735.011,09/06/2022,,TRÀNSIT
6756,197302,C,Marina,280,06,la Sagrada Família,02,L'Eixample,41.404484,2.174691,431015.981,4583988.863,09/06/2022,,TRÀNSIT
6757,325005,C,Sicília,179,05,el Fort Pienc,02,L'Eixample,41.399717,2.175849,431107.796,4583458.698,09/06/2022,14/05/2024,TRÀNSIT
6758,286504,C,Roger de Flor,233,32,el Camp d'en Grassot i Gràcia Nova,06,Gràcia,41.402223,2.168061,430459.417,4583743.175,09/06/2022,14/05/2024,TRÀNSIT
6759,268003,C,Provença,152,08,l'Antiga Esquerra de l'Eixample,02,L'Eixample,41.387742,2.152286,429125.060,4582148.264,09/06/2022,,TRÀNSIT
