,id_instal,codi_carrer,tipus_via,nom_carrer,num_carrer,codi_barri,nom_barri,codi_districte,nom_districte,latitud,longitud,etrs89_x,etrs89_y,data_instalacio,data_desinstalacio,font,geometry,index_right,tram,descripció,coordenades
0,186,348408,C,Tuset,8,26,Galvany,5,Sarrià-Sant Gervasi,41.39545,2.152753,429172.441,4583003.592,29/01/2014,16/01/2015,OCI,POINT (2.152753 41.39545),103,104,Diagonal (Balmes a Pl. Francesc Macià),"2.145092239861253,41.39293570944426,2.154615811848437,41.395349647495"
1,187,348408,C,Tuset,17,26,Galvany,5,Sarrià-Sant Gervasi,41.396156,2.151564,429073.823,4583082.946,29/01/2014,16/01/2015,OCI,POINT (2.151564 41.396156),101,102,Travessera de Gràcia (Aribau a Via Augusta),"2.149330405746273,41.39593880954032,2.153194611211402,41.39842343750502"
2,206,112208,C,Escudellers,53,2,el Barri Gòtic,1,Ciutat Vella,41.380127,2.176924,431177.0,4581283.0,05/02/2014,30/01/2015,OCI,POINT (2.176924 41.380127),291,292,Passeig de Colom (Pl. Antonio López a Pl. Portal de la Pau),"2.182102513985287,41.38137656982789,2.177895016062157,41.37616695259703"
3,207,86902,C,Nou de la Rambla,21,1,el Raval,1,Ciutat Vella,41.378273,2.173348,430876.0,4581080.0,05/02/2014,30/01/2015,OCI,POINT (2.173348 41.378273),167,168,Paral.lel (Ronda de Sant Pau a Josep Carner),"2.167816301234855,41.37498443097444,2.170053678754829,41.37498037614426,2.175315866190084,41.37468859847726,2.175588886421747,41.37452956680852,2.175962748986153,41.37437372698415"
4,208,46409,Pg,Born,19,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,41.384925,2.182772,431671.0,4581811.0,05/02/2014,30/01/2015,OCI,POINT (2.182772 41.384925),201,202,Comerç (Passeig Lluís Companys a Marquès de l'Argentera),"2.181385992954379,41.38991178971306,2.181346275758846,41.38969322198503,2.181419946488563,41.38862404619364,2.182045101584673,41.38686895011053,2.182175867678566,41.38666827390093,2.182435217590493,41.38631790109311,2.182709046713609,41.38604148620381,2.18440401061698,41.38476606086355,2.184954595699347,41.38443208032796"
5,246,158901,Pl,Osca,2,18,Sants,3,Sants-Montjuïc,41.376198,2.138527,427962.0,4580878.0,23/06/2014,27/01/2015,OCI,POINT (2.138527 41.376198),133,134,Carrer de Sants (Premià a Carles III),"2.13056495482207,41.37551932892383,2.139029826571497,41.37532269074156"
6,267,179708,C,Lincoln,10,26,Galvany,5,Sarrià-Sant Gervasi,41.400261,2.150371,428978.6,4583539.7,23/01/2014,20/01/2015,OCI,POINT (2.150371 41.400261),75,76,Via Augusta (Príncep d'Astúries a Pl. Molina),"2.147653471793694,41.40121928040267,2.148612454237329,41.40122795823834,2.149319468370867,41.40116377786204,2.149973058345369,41.40100469770106,2.150831572315923,41.40073038508862,2.151260369793269,41.40049702229832"
7,268,21306,C,Arc del Teatre,5,1,el Raval,1,Ciutat Vella,41.378242,2.175112,431023.452,4581075.134,23/04/2014,29/01/2015,OCI,POINT (2.175112 41.378242),291,292,Passeig de Colom (Pl. Antonio López a Pl. Portal de la Pau),"2.182102513985287,41.38137656982789,2.177895016062157,41.37616695259703"
8,326,17706,C,Antoni de Capmany,41,18,Sants,3,Sants-Montjuïc,41.37221,2.132291,427436.084,4580440.516,27/01/2015,19/05/2015,TRÀNSIT,POINT (2.132291 41.37221),52,53,Carles III (Pl. Cerdà a Carrer de Sants),"2.13057066223685,41.37549364643724,2.132998067523066,41.36904159680072,2.133308933181741,41.36834111058725,2.133616935900771,41.36784007697501,2.135372323181004,41.36550401563166,2.135631481308142,41.36519081592456"
9,346,348408,C,Tuset,8,26,Galvany,5,Sarrià-Sant Gervasi,41.39545,2.152753,429172.441,4583003.592,29/01/2015,10/02/2016,OCI,POINT (2.152753 41.39545),103,104,Diagonal (Balmes a Pl. Francesc Macià),"2.145092239861253,41.39293570944426,2.154615811848437,41.395349647495"
10,347,348408,C,Tuset,17,26,Galvany,5,Sarrià-Sant Gervasi,41.396156,2.151564,429073.823,4583082.946,29/01/2015,10/02/2016,OCI,POINT (2.151564 41.396156),101,102,Travessera de Gràcia (Aribau a Via Augusta),"2.149330405746273,41.39593880954032,2.153194611211402,41.39842343750502"
11,366,284804,C,Robador,31,1,el Raval,1,Ciutat Vella,41.379396,2.170909,430673.242,4581206.666,04/02/2015,06/10/2015,OCI,POINT (2.170909 41.379396),167,168,Paral.lel (Ronda de Sant Pau a Josep Carner),"2.167816301234855,41.37498443097444,2.170053678754829,41.37498037614426,2.175315866190084,41.37468859847726,2.175588886421747,41.37452956680852,2.175962748986153,41.37437372698415"
12,389,220200,C,Montserrat,4,1,el Raval,1,Ciutat Vella,41.377376,2.174657,430984.521,4580979.41,13/03/2015,26/10/2015,OCI,POINT (2.174657 41.377376),167,168,Paral.lel (Ronda de Sant Pau a Josep Carner),"2.167816301234855,41.37498443097444,2.170053678754829,41.37498037614426,2.175315866190084,41.37468859847726,2.175588886421747,41.37452956680852,2.175962748986153,41.37437372698415"
13,390,21306,C,Arc del Teatre,5,1,el Raval,1,Ciutat Vella,41.378242,2.175112,431023.452,4581075.134,12/03/2015,10/11/2015,OCI,POINT (2.175112 41.378242),291,292,Passeig de Colom (Pl. Antonio López a Pl. Portal de la Pau),"2.182102513985287,41.38137656982789,2.177895016062157,41.37616695259703"
14,391,223606,C,Muntaner,488,25,la Bonanova,5,Sarrià-Sant Gervasi,41.402959,2.137835,427933.645,4583849.558,13/03/2015,18/06/2015,TRÀNSIT,POINT (2.137835 41.402959),59,60,Muntaner (Pl. Bonanova a Mitre),"2.133231230181827,41.40646340308802,2.133792792325293,41.40607790277628,2.134965587331543,41.40545380094502,2.135459218358997,41.40504400402347,2.137199542381589,41.40343892288051,2.137918576526974,41.40283125829227"
15,406,148307,Pg,Gràcia,124,31,la Vila de Gràcia,6,Gràcia,41.397772,2.158115,429623.234,4583256.978,19/12/2014,17/06/2016,TRÀNSIT,POINT (2.158115 41.397772),88,89,Gran de Gràcia (Pl. Joan Carles I a Travessera de Gràcia),"2.159532094534289,41.39673891803066,2.158083366076291,41.39783957898014,2.157771081921496,41.39788360441276,2.155479132654941,41.3998543433505"
16,426,158901,Pl,Osca,10,18,Sants,3,Sants-Montjuïc,41.376104,2.138507,427960.147,4580867.57,04/06/2015,29/07/2015,OCI,POINT (2.138507 41.376104),133,134,Carrer de Sants (Premià a Carles III),"2.13056495482207,41.37551932892383,2.139029826571497,41.37532269074156"
17,428,281409,Ctra,Ribes,85,57,la Trinitat Vella,9,Sant Andreu,41.450047,2.189489,432300.276,4589035.544,13/05/2015,09/09/2015,TRÀNSIT,POINT (2.189489 41.450047),461,502,Ronda de Dalt (Nus de la Trinitat a Via Júlia),"2.196532557799757,41.45007223054589,2.194170346166617,41.44790581250533,2.192590041795515,41.447123547893,2.186966389361187,41.44709948236687,2.179271789282027,41.44618465536417"
18,446,11200,C,Almogàvers,120,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,41.397383,2.190215,432306.225,4583188.274,17/06/2015,06/10/2015,OCI,POINT (2.190215 41.397383),283,284,Almogàvers (Badajoz a Marina),"2.193790354926084,41.39991349454472,2.187099178538201,41.39493907558347,2.187147408874426,41.39483629126918,2.1871375517868,41.39475553479705,2.187079006169905,41.39468215975906"
19,447,249304,C,Pere IV,72,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,41.396785,2.192893,432529.511,4583119.782,17/06/2015,14/06/2016,OCI,POINT (2.192893 41.396785),287,288,Pallars (Meridiana a Pere IV),"2.188037538852312,41.39404445445009,2.193548972436887,41.39796007348172,2.193904169443175,41.39807405027939"
20,466,66508,G.V.,Carles III,38,19,les Corts,4,Les Corts,41.382044,2.128501,427130.103,4581535.406,18/06/2015,10/02/2016,TRÀNSIT,POINT (2.128501 41.382044),50,51,Carles III (Carrer de Sants a Travessera de les Corts),"2.1282943789112,41.3824276463974,2.129285094085398,41.37946986514599,2.130054795158036,41.37697846773932,2.130523782875318,41.37551163266588"
21,486,326904,Pl,Sol,2,31,la Vila de Gràcia,6,Gràcia,41.401519,2.156852,429521.701,4583674.03,12/02/2015,16/12/2016,OCI,POINT (2.156852 41.401519),511,468,Travessera de Gràcia (Gran de Gràcia a Escorial),"2.155401256537626,41.39984039961278,2.158064786120737,41.40146641705852,2.16122491666684,41.40344571807908,2.163466215098189,41.40490348648621"
22,487,148307,Pg,Gràcia,111,31,la Vila de Gràcia,6,Gràcia,41.396968,2.158797,429679.4,4583167.165,01/01/2015,17/06/2016,TRÀNSIT,POINT (2.158797 41.396968),88,89,Gran de Gràcia (Pl. Joan Carles I a Travessera de Gràcia),"2.159532094534289,41.39673891803066,2.158083366076291,41.39783957898014,2.157771081921496,41.39788360441276,2.155479132654941,41.3998543433505"
23,488,148307,Pg,Gràcia,81,7,la Dreta de l'Eixample,2,L'Eixample,41.394328,2.162069,429950.045,4582871.451,01/01/2015,29/06/2016,TRÀNSIT,POINT (2.162069 41.394328),238,239,Pg. de Gràcia (Av. Diagonal a Aragó),"2.159474732738096,41.3963794180611,2.159905102802122,41.39618789336557,2.164852573661078,41.39218290992083"
24,489,148307,Pg,Gràcia,51,7,la Dreta de l'Eixample,2,L'Eixample,41.392571,2.164247,430130.284,4582674.66,01/01/2015,17/06/2016,TRÀNSIT,POINT (2.164247 41.392571),238,239,Pg. de Gràcia (Av. Diagonal a Aragó),"2.159474732738096,41.3963794180611,2.159905102802122,41.39618789336557,2.164852573661078,41.39218290992083"
25,490,148307,Pg,Gràcia,27,7,la Dreta de l'Eixample,2,L'Eixample,41.390799,2.16644,430311.695,4582476.112,01/01/2015,17/06/2016,TRÀNSIT,POINT (2.16644 41.390799),239,240,Pg. de Gràcia (Aragó a Gran Via),"2.164903156448137,41.39217340015062,2.167797049464717,41.38981416475585,2.167886267565164,41.38962464565567,2.168026339724996,41.38944338608712"
26,491,148307,Pg,Gràcia,13,7,la Dreta de l'Eixample,2,L'Eixample,41.389653,2.167858,430429.031,4582347.78,01/01/2015,17/06/2016,TRÀNSIT,POINT (2.167858 41.389653),239,240,Pg. de Gràcia (Aragó a Gran Via),"2.164903156448137,41.39217340015062,2.167797049464717,41.38981416475585,2.167886267565164,41.38962464565567,2.168026339724996,41.38944338608712"
27,492,329902,C,Tamarit,89,10,Sant Antoni,2,L'Eixample,41.375415,2.156424,429457.687,4580776.359,11/03/2015,18/10/2016,TRÀNSIT,POINT (2.156424 41.375415),169,170,Entença (Paral.lel a Gran Via),"2.156285641901548,41.3750476989261,2.156276595648821,41.37536028350906,2.152931587474631,41.37787112406385"
28,493,198804,Av,Paral·lel,167,11,el Poble Sec,3,Sants-Montjuïc,41.374891,2.156378,429453.316,4580718.234,11/03/2015,24/01/2017,TRÀNSIT,POINT (2.156378 41.374891),164,165,Paral.lel (Calàbria a Entença),"2.153988530206568,41.37497650758521,2.160790869419216,41.37497773016127"
29,494,192502,C,Manso,1,10,Sant Antoni,2,L'Eixample,41.375392,2.158681,429646.454,4580771.979,11/03/2015,18/10/2016,TRÀNSIT,POINT (2.158681 41.375392),303,304,Rocafort (Gran Via a Av. Paral·lel),"2.15865,41.37526,2.15863,41.37527,2.15864,41.37527,2.15865,41.37527,2.15862,41.37528,2.15863,41.37528,2.1586,41.37529,2.15861,41.37529,2.15862,41.37529,2.15858,41.3753,2.15859,41.3753,2.1586,41.3753,2.15857,41.37531,2.15858,41.37531,2.15856,41.37532,2.15857,41.37532,2.15855,41.37533,2.15856,41.37533,2.15853,41.37534,2.15854,41.37534,2.15853,41.37535,2.15754,41.37609,2.15686,41.37662,2.15661,41.37681,2.15642,41.37694,2.15592,41.37733,2.15531,41.37779,2.15481,41.37817,2.15425,41.37859"
30,495,198804,Av,Paral·lel,139,11,el Poble Sec,3,Sants-Montjuïc,41.374886,2.158565,429636.151,4580715.896,11/03/2015,13/05/2022,TRÀNSIT,POINT (2.158565 41.374886),164,165,Paral.lel (Calàbria a Entença),"2.153988530206568,41.37497650758521,2.160790869419216,41.37497773016127"
31,496,198804,Av,Paral·lel,115,11,el Poble Sec,3,Sants-Montjuïc,41.374878,2.161585,429888.694,4580712.564,11/03/2015,,TRÀNSIT,POINT (2.161585 41.374878),166,167,Paral.lel (Ronda de Sant Pau a Calàbria),"2.160792086641019,41.37497290149459,2.167854030790994,41.37490608736539"
32,497,198804,Av,Paral·lel,81,11,el Poble Sec,3,Sants-Montjuïc,41.37485,2.166773,430322.548,4580705.233,11/03/2015,,TRÀNSIT,POINT (2.166773 41.37485),166,167,Paral.lel (Ronda de Sant Pau a Calàbria),"2.160792086641019,41.37497290149459,2.167854030790994,41.37490608736539"
33,509,66508,G.V.,Carles III,41,20,la Maternitat i Sant Ramon,4,Les Corts,41.381147,2.128383,427119.246,4581435.937,13/04/2015,22/10/2016,SUPERILLA,POINT (2.128383 41.381147),49,50,Carles III (Travessera de les Corts a Carrer de Sans),"2.128083705736434,41.38232376251056,2.129033221205565,41.37942131135289,2.129866989928948,41.37691308616697,2.130308606853897,41.3755234498397"
34,510,343903,Trav,Corts,44,20,la Maternitat i Sant Ramon,4,Les Corts,41.379162,2.123099,426675.186,4581219.95,13/04/2015,22/10/2016,SUPERILLA,POINT (2.123099 41.379162),33,34,Travessera de les Corts (Gran Via Carles III a Aristides Maillol),"2.127963581086467,41.38223772492858,2.126331119486888,41.38114819845362,2.125553617295699,41.38069325013522,2.121468378858924,41.37800236075969"
35,511,282252,Rier,Blanca,7,20,la Maternitat i Sant Ramon,4,Les Corts,41.377164,2.121833,426567.013,4580999.205,13/04/2015,22/10/2016,SUPERILLA,POINT (2.121833 41.377164),32,33,Riera Blanca (Sants a Travessera de les Corts),"2.121464457022848,41.37797658185313,2.121710257106115,41.37746135972014,2.121798489889455,41.37589019574841,2.121779435359961,41.3758156980735,2.121860510835734,41.37569966073512"
36,512,187207,Av,Madrid,7,20,la Maternitat i Sant Ramon,4,Les Corts,41.376114,2.123291,426687.828,4580881.452,01/04/2015,22/10/2016,SUPERILLA,POINT (2.123291 41.376114),34,35,Av. Madrid (Riera Blanca a Gran Via Carles III),"2.12888502003473,41.37926108169773,2.126950556677829,41.37822267471226,2.125258475170899,41.37719191743502,2.122796392049979,41.37571311204706"
37,513,187207,Av,Madrid,61,20,la Maternitat i Sant Ramon,4,Les Corts,41.377848,2.126167,426930.2,4581071.508,13/04/2015,22/10/2016,SUPERILLA,POINT (2.126167 41.377848),34,35,Av. Madrid (Riera Blanca a Gran Via Carles III),"2.12888502003473,41.37926108169773,2.126950556677829,41.37822267471226,2.125258475170899,41.37719191743502,2.122796392049979,41.37571311204706"
38,514,166513,Jard,Bacardí,s/n,20,la Maternitat i Sant Ramon,4,Les Corts,41.379878,2.125553,426881.176,4581297.386,13/04/2015,22/10/2016,SUPERILLA,POINT (2.125553 41.379878),33,34,Travessera de les Corts (Gran Via Carles III a Aristides Maillol),"2.127963581086467,41.38223772492858,2.126331119486888,41.38114819845362,2.125553617295699,41.38069325013522,2.121468378858924,41.37800236075969"
39,515,23800,C,Arizala,52,20,la Maternitat i Sant Ramon,4,Les Corts,41.377923,2.12412,426759.121,4581081.616,13/04/2015,22/10/2016,SUPERILLA,POINT (2.12412 41.377923),34,35,Av. Madrid (Riera Blanca a Gran Via Carles III),"2.12888502003473,41.37926108169773,2.126950556677829,41.37822267471226,2.125258475170899,41.37719191743502,2.122796392049979,41.37571311204706"
40,516,87100,C,Comte de Güell,36,20,la Maternitat i Sant Ramon,4,Les Corts,41.377774,2.122524,426625.503,4581066.356,13/04/2015,22/10/2016,SUPERILLA,POINT (2.122524 41.377774),33,34,Travessera de les Corts (Gran Via Carles III a Aristides Maillol),"2.127963581086467,41.38223772492858,2.126331119486888,41.38114819845362,2.125553617295699,41.38069325013522,2.121468378858924,41.37800236075969"
41,517,84703,C,Comandant Benítez,8,20,la Maternitat i Sant Ramon,4,Les Corts,41.379721,2.127188,427017.714,4581278.66,13/04/2015,22/10/2016,SUPERILLA,POINT (2.127188 41.379721),34,35,Av. Madrid (Riera Blanca a Gran Via Carles III),"2.12888502003473,41.37926108169773,2.126950556677829,41.37822267471226,2.125258475170899,41.37719191743502,2.122796392049979,41.37571311204706"
42,526,46409,Pg,Born,19,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,41.384925,2.182772,431671.0,4581811.0,03/07/2015,24/05/2016,OCI,POINT (2.182772 41.384925),201,202,Comerç (Passeig Lluís Companys a Marquès de l'Argentera),"2.181385992954379,41.38991178971306,2.181346275758846,41.38969322198503,2.181419946488563,41.38862404619364,2.182045101584673,41.38686895011053,2.182175867678566,41.38666827390093,2.182435217590493,41.38631790109311,2.182709046713609,41.38604148620381,2.18440401061698,41.38476606086355,2.184954595699347,41.38443208032796"
43,527,701335,C,Tarongers,s/n,11,el Poble Sec,3,Sants-Montjuïc,41.366511,2.166587,430298.108,4579779.62,06/07/2015,16/12/2015,OCI,POINT (2.166587 41.366511),479,520,Ronda del Litoral (Miramar a Passeig de la Zona Franca),"2.183256229605646,41.38108773603663,2.18213088326823,41.38064162366491,2.178175660767692,41.37614768123685,2.178233561435592,41.37562173922084,2.17815020283481,41.37523445563828,2.174281334467456,41.37058783679309,2.173602014476037,41.36913337616807,2.173490201066346,41.3686373345488,2.172009543191478,41.36675376329738,2.171326122492925,41.36538623236673,2.169095698758659,41.36232172808061,2.168746209338535,41.36203508209294,2.168656642271851,41.36193359467405,2.165517324954709,41.35977110716578,2.162981753046713,41.35792101097547,2.16030371911456,41.35560240040896,2.158723548626662,41.35417128222598,2.157532363399426,41.35333099276587,2.156494696227218,41.35271325762152"
44,546,86902,C,Nou de la Rambla,21,1,el Raval,1,Ciutat Vella,41.378273,2.173348,430876.0,4581080.0,06/07/2015,10/02/2016,OCI,POINT (2.173348 41.378273),167,168,Paral.lel (Ronda de Sant Pau a Josep Carner),"2.167816301234855,41.37498443097444,2.170053678754829,41.37498037614426,2.175315866190084,41.37468859847726,2.175588886421747,41.37452956680852,2.175962748986153,41.37437372698415"
45,586,700892,Pg,Garcia Fària,75,69,Diagonal Mar i el Front Marítim del Poblenou,10,Sant Martí,41.404603,2.21511,434394.613,4583970.664,09/09/2015,16/02/2016,TRÀNSIT,POINT (2.21511 41.404603),361,362,Passeig de Garcia Faria (Rambla de Prim a Bac de Roda),"2.211501194076937,41.401861408389,2.218252219779904,41.40695851084512,2.219859032147564,41.40821975565765,2.221141785485334,41.40968512038982"
46,606,356905,Pg,Verdum,8,45,Porta,8,Nou Barris,41.435972,2.17262,430876.274,4587486.286,07/10/2015,18/03/2016,TRÀNSIT,POINT (2.17262 41.435972),457,492,P. Verdum (Pl. Madres Mayo a Pl. Llucmajor),"2.172092057409976,41.43534238183812,2.172829216462135,41.43633745461369,2.174478233114483,41.43818571143781"
47,607,249304,C,Pere IV,185,68,el Poblenou,10,Sant Martí,41.40392,2.198564,433010.879,4583907.472,07/10/2015,19/12/2015,TRÀNSIT,POINT (2.198564 41.40392),286,287,Pere IV - Almogàvers (Bac de Roda a Badajoz),"2.193804559616888,41.39991790438899,2.197218921936484,41.40243281134336,2.197491012162474,41.40259910308355,2.198245093199887,41.40343362091471,2.199904228311644,41.40554143568269,2.200014359626872,41.40570628869796,2.20091278094869,41.40697825881532,2.20223136138211,41.40883135615617"
48,626,177101,Via,Laietana,18,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,41.383754,2.179132,431365.436,4581683.922,06/10/2015,10/11/2015,TRÀNSIT,POINT (2.179132 41.383754),186,187,Via Laietana (Pl. Antonio López a Jaume I),"2.178742674933132,41.38398526468507,2.182118556677202,41.38142319525245"
49,647,32700,C,Balmes,173,26,Galvany,5,Sarrià-Sant Gervasi,41.396109,2.153807,429261.336,4583075.952,21/04/2015,18/10/2016,TRÀNSIT,POINT (2.153807 41.396109),70,71,Balmes (Travessera de Gràcia a Diagonal),"2.151894819385032,41.39760240138553,2.152669530224771,41.39689370109998,2.15453935786817,41.39546358640564"
50,648,32700,C,Balmes,232,26,Galvany,5,Sarrià-Sant Gervasi,41.39893,2.1509,429021.324,4583391.477,28/07/2015,18/10/2016,TRÀNSIT,POINT (2.1509 41.39893),69,70,Balmes (Pl. Molina a Travessera de Gràcia),"2.147671264667868,41.40114134820747,2.148172018067294,41.40075860453358,2.148971963851327,41.40021573721687,2.150364711909369,41.39931490968409,2.150605626097248,41.39912706617887,2.150790645798189,41.39890203767806,2.151361007365604,41.39812726459969,2.151893280449693,41.39761096011259"
51,650,144601,Av,Diagonal,454,31,la Vila de Gràcia,6,Gràcia,41.396206,2.157873,429601.311,4583083.391,21/04/2015,06/02/2017,TRÀNSIT,POINT (2.157873 41.396206),105,106,Diagonal (Pl. Joan Carles I a Balmes),"2.15466087572173,41.39535060583839,2.158828798830335,41.39637276130054,2.15893913720655,41.39649654365457,2.159212920600586,41.39657866724485"
52,651,110304,C,Enric Granados,159,8,l'Antiga Esquerra de l'Eixample,2,L'Eixample,41.394676,2.153191,429208.267,4582917.345,21/04/2015,,TRÀNSIT,POINT (2.153191 41.394676),102,103,Diagonal (Pl. Francesc Macià a Balmes),"2.145089368188193,41.39275830729402,2.154833976219466,41.39522436960795"
53,652,144601,Av,Diagonal,570,26,Galvany,5,Sarrià-Sant Gervasi,41.393994,2.149141,428868.933,4582844.932,21/04/2015,06/02/2017,TRÀNSIT,POINT (2.149141 41.393994),103,104,Diagonal (Balmes a Pl. Francesc Macià),"2.145092239861253,41.39293570944426,2.154615811848437,41.395349647495"
54,653,144601,Av,Diagonal,600,26,Galvany,5,Sarrià-Sant Gervasi,41.393036,2.145348,428550.794,4582741.628,21/04/2015,20/03/2018,TRÀNSIT,POINT (2.145348 41.393036),103,104,Diagonal (Balmes a Pl. Francesc Macià),"2.145092239861253,41.39293570944426,2.154615811848437,41.395349647495"
55,654,305100,Pg,Sant Joan,39,7,la Dreta de l'Eixample,2,L'Eixample,41.395867,2.174102,430957.671,4583032.698,21/04/2015,17/06/2016,TRÀNSIT,POINT (2.174102 41.395867),195,196,Passeig de Sant Joan (Pl. Verdaguer a Pl. Tetuan),"2.169614972671807,41.39913932765836,2.169967101265591,41.3989692548168,2.174403626128194,41.39570764516704,2.174676206229944,41.39535383643318,2.174837205264448,41.39500522175175,2.174935363891015,41.39482357276402,2.17500649527254,41.39468664316795,2.1750995499296,41.39457919278124"
56,655,305100,Pg,Sant Joan,60,7,la Dreta de l'Eixample,2,L'Eixample,41.396355,2.173764,430929.894,4583087.076,21/04/2015,29/06/2016,TRÀNSIT,POINT (2.173764 41.396355),196,197,Passeig de Sant Joan (Pl. Tetuan a Pl. Verdaguer),"2.169970062191635,41.3993080837622,2.170138163590296,41.39915866925756,2.170143383958314,41.39907645207663,2.174391566016745,41.39588335753915,2.174782550446377,41.39559907042727,2.175088722005323,41.39546972753909,2.175440522131513,41.39539768496825,2.175776544298704,41.39538069891727,2.176060752952276,41.39522250537335"
57,656,305100,Pg,Sant Joan,82,7,la Dreta de l'Eixample,2,L'Eixample,41.397398,2.172381,430815.407,4583204.012,21/04/2015,29/06/2016,TRÀNSIT,POINT (2.172381 41.397398),196,197,Passeig de Sant Joan (Pl. Tetuan a Pl. Verdaguer),"2.169970062191635,41.3993080837622,2.170138163590296,41.39915866925756,2.170143383958314,41.39907645207663,2.174391566016745,41.39588335753915,2.174782550446377,41.39559907042727,2.175088722005323,41.39546972753909,2.175440522131513,41.39539768496825,2.175776544298704,41.39538069891727,2.176060752952276,41.39522250537335"
58,657,305100,Pg,Sant Joan,97,7,la Dreta de l'Eixample,2,L'Eixample,41.398882,2.17011,430627.176,4583370.537,21/04/2015,16/06/2016,TRÀNSIT,POINT (2.17011 41.398882),195,196,Passeig de Sant Joan (Pl. Verdaguer a Pl. Tetuan),"2.169614972671807,41.39913932765836,2.169967101265591,41.3989692548168,2.174403626128194,41.39570764516704,2.174676206229944,41.39535383643318,2.174837205264448,41.39500522175175,2.174935363891015,41.39482357276402,2.17500649527254,41.39468664316795,2.1750995499296,41.39457919278124"
59,658,236700,C,Or,10,31,la Vila de Gràcia,6,Gràcia,41.403978,2.156015,429454.426,4583947.753,30/10/2015,16/12/2016,OCI,POINT (2.156015 41.403978),511,468,Travessera de Gràcia (Gran de Gràcia a Escorial),"2.155401256537626,41.39984039961278,2.158064786120737,41.40146641705852,2.16122491666684,41.40344571807908,2.163466215098189,41.40490348648621"
60,659,159507,Pl,Eivissa,21,43,Horta,7,Horta-Guinardó,41.43043,2.160996,429899.213,4586880.301,30/10/2015,,OCI,POINT (2.160996 41.43043),227,228,Tajo (Passeig Maragall a Lisboa),"2.161974238108335,41.42958593949358,2.161509267308832,41.42956792960246,2.161329029511705,41.42959012688268,2.160673922238157,41.4296735883434,2.160191446524415,41.42972188349516,2.159535142857323,41.42973514097989,2.15934579266158,41.42972579532387,2.159097457282819,41.42969463175218"
61,666,322608,C,Selva de Mar,170,72,Sant Martí de Provençals,10,Sant Martí,41.414817,2.201259,433247.275,4585115.217,09/11/2015,,TRÀNSIT,POINT (2.201259 41.414817),351,352,Gran Via (Rambla de Prim a Bac de Roda),"2.207994130109443,41.41935812347232,2.198164348492846,41.41192907696077"
62,667,322608,C,Selva de Mar,208,72,Sant Martí de Provençals,10,Sant Martí,41.416959,2.198612,433028.275,4585355.037,09/11/2015,13/12/2021,TRÀNSIT,POINT (2.198612 41.416959),414,416,Guipúscoa (Bac de Roda a Cantàbria),"2.194790475632795,41.41446886941618,2.20157541497398,41.41956113982909"
63,669,335100,Pl,Tetuan,4,7,la Dreta de l'Eixample,2,L'Eixample,41.394316,2.175891,431105.539,4582859.073,16/11/2015,17/06/2016,TRÀNSIT,POINT (2.175891 41.394316),197,198,Passeig de Sant Joan (Pl. Tetuan a Passeig Lluís Companys),"2.175110896977761,41.39455854972081,2.175287105708268,41.39446457091395,2.175508062934723,41.39446446284326,2.175667749343739,41.39447085334508,2.176008916127603,41.39433581350161,2.17623636129944,41.39425178230445,2.176441872327315,41.3941294823818,2.179803818550308,41.39161551147991,2.179924582786958,41.39147950159324,2.179929962156548,41.39139544959424,2.179898161331535,41.39111332756212"
64,670,305100,Pg,Sant Joan,15,7,la Dreta de l'Eixample,2,L'Eixample,41.392678,2.178319,431306.843,4582675.321,16/11/2015,17/06/2016,TRÀNSIT,POINT (2.178319 41.392678),197,198,Passeig de Sant Joan (Pl. Tetuan a Passeig Lluís Companys),"2.175110896977761,41.39455854972081,2.175287105708268,41.39446457091395,2.175508062934723,41.39446446284326,2.175667749343739,41.39447085334508,2.176008916127603,41.39433581350161,2.17623636129944,41.39425178230445,2.176441872327315,41.3941294823818,2.179803818550308,41.39161551147991,2.179924582786958,41.39147950159324,2.179929962156548,41.39139544959424,2.179898161331535,41.39111332756212"
65,671,305100,Pg,Sant Joan,34,5,el Fort Pienc,2,L'Eixample,41.393295,2.177816,431265.454,4582744.133,16/11/2015,17/06/2016,TRÀNSIT,POINT (2.177816 41.393295),198,199,Passeig de Sant Joan (Passeig Lluís Companys a Pl. Tetuan),"2.176043094484588,41.39522597737633,2.176138778857912,41.39507227438767,2.176135191847564,41.39495052895595,2.176140147280508,41.39482320317642,2.176223373843429,41.39466895415215,2.176467812538714,41.39430716514379,2.17981909175367,41.39176555130456,2.180091397684814,41.39159768921588,2.180391602207514,41.39158037776557,2.180600442569958,41.39162541047244"
66,686,209900,Av,Meridiana,181,64,el Camp de l'Arpa del Clot,10,Sant Martí,41.413401,2.186218,431988.827,4584969.637,28/12/2015,12/04/2022,TRÀNSIT,POINT (2.186218 41.413401),322,323,Meridiana (Felip II a Aragó),"2.186706066847921,41.40863296861817,2.186835386239077,41.42045832765945"
