,id_instal,codi_carrer,tipus_via,nom_carrer,num_carrer,codi_barri,nom_barri,codi_districte,nom_districte,latitud,longitud,etrs89_x,etrs89_y,data_instalacio,data_desinstalacio,font,geometry,index_right,tram,descripció,coordenades
161,1989,349309,Rda,Universitat,27,7,la Dreta de l'Eixample,2,L'Eixample,41.386795,2.166683,430327.761,4582031.484,01/02/2017,25/05/2017,TRÀNSIT,POINT (2.166683 41.386795),176,177,Ronda Universitat (Pl. Urquinaona a Pl. Universitat),"2.172289774171898,41.38881064707914,2.164714586691767,41.38596798182094"
162,2006,54906,C,Calatrava,73,24,les Tres Torres,5,Sarrià-Sant Gervasi,41.40193,2.127948,427106.079,4583743.547,06/02/2017,20/06/2017,TRÀNSIT,POINT (2.127948 41.40193),90,91,Passeig de la Bonanova (Via Augusta a Pl. Bonanova),"2.123071539286234,41.40081897624339,2.133108819545619,41.40640150350198"
163,2026,148409,Ctra,Sant Cugat,95,28,Vallcarca i els Penitents,6,Gràcia,41.422393,2.138327,427996.228,4586006.683,08/02/2017,20/06/2017,TRÀNSIT,POINT (2.138327 41.422393),469,510,Ronda de Dalt (Av. Jordà a Pl. d'Alfons Comín),"2.14208683741844,41.42478486634349,2.138598258442783,41.41751917800882,2.138030400794959,41.41654512544981,2.137423925919799,41.41605695976401,2.136192772524788,41.41537640165964"
164,2027,320908,Ctra,Sarrià a Vallvidrera,97,23,Sarrià,5,Sarrià-Sant Gervasi,41.40806,2.111839,425766.502,4584437.858,08/02/2017,24/05/2017,TRÀNSIT,POINT (2.111839 41.40806),473,514,Ronda de Dalt (Bellesguard a Foix),"2.125671759258412,41.41046734215062,2.123812107310659,41.40916504923533,2.122297100295638,41.40757335881041,2.11994881735154,41.40599462455486,2.117802053170879,41.40482223157103,2.114108137778832,41.40138809171486"
165,2028,157308,Ctra,Horta a Cerdanyola,20,43,Horta,7,Horta-Guinardó,41.441201,2.154997,429409.652,4588080.95,08/02/2017,26/05/2017,TRÀNSIT,POINT (2.154997 41.441201),465,506,Ronda de Dalt (Pl. Karl Marx a Av. Estatut de Catalunya),"2.162059730175401,41.44033478153586,2.156397362449041,41.43933845487198,2.152096233170482,41.4380966977686"
166,2046,344101,Trav,Gràcia,313,32,el Camp d'en Grassot i Gràcia Nova,6,Gràcia,41.406299,2.165618,430259.543,4584197.569,27/02/2017,04/06/2018,SUPERILLA,POINT (2.165618 41.406299),417,419,Maria Claret (Passeig de Maragall a Lepant),"2.170947366837885,41.40868486871982,2.164228017896852,41.40367424013171"
167,2047,31300,C,Bailèn,214,32,el Camp d'en Grassot i Gràcia Nova,6,Gràcia,41.402231,2.163695,430094.489,4583747.566,27/02/2017,06/06/2018,SUPERILLA,POINT (2.163695 41.402231),191,192,Passeig de Sant Joan (Pl. Joanic a Còrsega),"2.162654089870462,41.40440228199065,2.166263270499442,41.40172165930255"
168,2048,305100,Pg,Sant Joan,153,32,el Camp d'en Grassot i Gràcia Nova,6,Gràcia,41.402055,2.165841,430273.667,4583726.218,27/02/2017,06/06/2018,SUPERILLA,POINT (2.165841 41.402055),191,192,Passeig de Sant Joan (Pl. Joanic a Còrsega),"2.162654089870462,41.40440228199065,2.166263270499442,41.40172165930255"
169,2049,286504,C,Roger de Flor,274,32,el Camp d'en Grassot i Gràcia Nova,6,Gràcia,41.403048,2.167147,430383.901,4583835.478,27/02/2017,09/03/2017,SUPERILLA,POINT (2.167147 41.403048),251,252,Còrsega (Padilla a Passeig de Sant Joan),"2.17437454309841,41.40781361504949,2.166573270185483,41.4019634718881"
170,2050,76807,C,Sardenya,390,6,la Sagrada Família,2,L'Eixample,41.406612,2.169174,430557.096,4584229.482,27/02/2017,04/06/2018,SUPERILLA,POINT (2.169174 41.406612),204,205,Sardenya (Maria Claret a Aragó),"2.168691070447761,41.40691965049455,2.176622388449445,41.4009069256532"
171,2051,119003,Pg,Fabra i Puig,409,43,Horta,7,Horta-Guinardó,41.434538,2.16368,430127.87,4587334.206,28/02/2017,04/06/2018,SUPERILLA,POINT (2.16368 41.434538),439,441,P. Fabra i Puig (Tajo a P. Urrutia),"2.163985819420398,41.43132093532667,2.16344360068077,41.43185273222694,2.163211035116284,41.4325169534072,2.163191793371726,41.4330420014518,2.164273222822315,41.43630231227588"
172,2052,107401,C,Eduard Toda,51,43,Horta,7,Horta-Guinardó,41.435841,2.1565,429529.378,4587484.701,28/02/2017,04/06/2018,SUPERILLA,POINT (2.1565 41.435841),217,218,Av. Estatut de Catalunya (Av. Can Marcet a Ronda de Dalt),"2.152248795100631,41.43773443709386,2.152285374727618,41.43762546123719,2.152417901937485,41.43742751213336,2.152632247355639,41.43723742667105,2.15311827301288,41.43695502284098,2.153348600480238,41.43673046570624,2.153554581851918,41.43650763868276,2.153663036473501,41.43636902578853,2.153833254107849,41.43610498567097,2.153900235712152,41.43586404007656,2.153889135673264,41.43565738720513,2.153774442594529,41.435480243152,2.153249664369055,41.43482647106744,2.153016689020442,41.43449324002347,2.152875407874599,41.43416643412952,2.152793882239956,41.43397744543644,2.152865165636622,41.43379543783257,2.152980678986567,41.43366591093008"
173,2053,58102,C,Campoamor,37,43,Horta,7,Horta-Guinardó,41.433986,2.156117,429495.371,4587279.036,28/02/2017,06/06/2018,SUPERILLA,POINT (2.156117 41.433986),219,220,Av. Estatut de Catalunya (Lisboa a Av. Can Marcet),"2.157057153874855,41.42905135803574,2.156943089741337,41.42918909261098,2.156870158224571,41.42931795241767,2.156756751440188,41.4294622789924,2.156715273918171,41.42956238879255,2.156599994115087,41.42987650468582,2.156580105957346,41.4300248949374,2.156588128150376,41.4301211193023,2.156513911640119,41.43028027356341,2.156357997796443,41.43041439958016,2.156182893158973,41.43051627737246,2.155974209365528,41.43054268188068,2.155768511193992,41.43058086180195,2.155524729104417,41.43067311564965,2.155339598059383,41.43085432646177,2.154163599343755,41.43224034260752,2.15397919019984,41.43243294378118,2.153833969151293,41.43258492215151,2.153713992225299,41.43281646884226,2.153608982786834,41.43303418173675,2.153494048130202,41.43324175705808,2.153373330661681,41.4333906870606,2.15323709538694,41.43348914070822,2.152984318035209,41.43367016340019"
174,2054,351901,Pg,Valldaura,24,43,Horta,7,Horta-Guinardó,41.437482,2.156005,429489.839,4587667.269,28/02/2017,28/02/2017,SUPERILLA,POINT (2.156005 41.437482),464,505,Ronda de Dalt (Av. Estatut de Catalunya a Pl. Karl Marx),"2.152205808556786,41.43777292822851,2.156488946588773,41.43901622050223,2.162379125526168,41.44001276764648"
175,2055,351901,Pg,Valldaura,24,43,Horta,7,Horta-Guinardó,41.437482,2.156005,429489.839,4587667.269,28/02/2017,28/02/2017,SUPERILLA,POINT (2.156005 41.437482),464,505,Ronda de Dalt (Av. Estatut de Catalunya a Pl. Karl Marx),"2.152205808556786,41.43777292822851,2.156488946588773,41.43901622050223,2.162379125526168,41.44001276764648"
176,2066,351901,Pg,Valldaura,24,43,Horta,7,Horta-Guinardó,41.437482,2.156005,429489.839,4587667.269,01/03/2017,04/06/2018,SUPERILLA,POINT (2.156005 41.437482),464,505,Ronda de Dalt (Av. Estatut de Catalunya a Pl. Karl Marx),"2.152205808556786,41.43777292822851,2.156488946588773,41.43901622050223,2.162379125526168,41.44001276764648"
177,2067,329505,C,Tajo,56,43,Horta,7,Horta-Guinardó,41.429716,2.160326,429842.482,4586801.62,01/03/2017,04/06/2018,SUPERILLA,POINT (2.160326 41.429716),227,228,Tajo (Passeig Maragall a Lisboa),"2.161974238108335,41.42958593949358,2.161509267308832,41.42956792960246,2.161329029511705,41.42959012688268,2.160673922238157,41.4296735883434,2.160191446524415,41.42972188349516,2.159535142857323,41.42973514097989,2.15934579266158,41.42972579532387,2.159097457282819,41.42969463175218"
178,2086,208001,C,Torrent de l'Olla,218,31,la Vila de Gràcia,6,Gràcia,41.406216,2.152848,429192.067,4584198.701,13/03/2017,21/03/2017,TRÀNSIT,POINT (2.152848 41.406216),89,90,Gran de Gràcia (Travessera de Gràcia a Pl. Lesseps),"2.155479514648078,41.39985197423292,2.153428760580796,41.40158379049262,2.152968048313579,41.40206386216953,2.152638572195631,41.40246210171217,2.1525095732575,41.4026828134673,2.152125043052562,41.40353506454171,2.15191643237495,41.40395423348374,2.151511388072331,41.40448415077102,2.150505382388375,41.40571607854331,2.150413071942448,41.4058198997062,2.150297624541728,41.40593232286924,2.149638049997826,41.40651218065347"
179,2106,249304,C,Pere IV,100,68,el Poblenou,10,Sant Martí,41.398428,2.194265,432645.836,4583301.159,10/11/2016,18/01/2023,TRÀNSIT,POINT (2.194265 41.398428),285,286,Pere IV (Pallars a Bac de Roda),"2.202285333503462,41.40881896853415,2.200688127278003,41.40659923354886,2.199905034651619,41.40547692862477,2.198270352024818,41.40339637256179,2.197539421267778,41.40258991080451,2.19733996301922,41.4023011091486,2.195617249619828,41.40022557010411,2.194451468156484,41.39869629045943,2.19391316114244,41.39804489956718"
180,2166,279600,Av,República Argentina,223,27,el Putxet i el Farró,5,Sarrià-Sant Gervasi,41.411733,2.140767,428188.375,4584821.187,11/10/2016,25/05/2022,TRÀNSIT,POINT (2.140767 41.411733),456,491,Av. Rep. Argentina (Simón Bolívar a Craywinckel),"2.145646691633488,41.41082538241401,2.144896611497217,41.41133055804415,2.140793956787377,41.41177832845953,2.139906012283618,41.41242125418103"
181,2186,286504,C,Roger de Flor,274,32,el Camp d'en Grassot i Gràcia Nova,6,Gràcia,41.403048,2.167147,430383.901,4583835.478,22/03/2017,04/06/2018,SUPERILLA,POINT (2.167147 41.403048),251,252,Còrsega (Padilla a Passeig de Sant Joan),"2.17437454309841,41.40781361504949,2.166573270185483,41.4019634718881"
182,2206,297001,C,Sant Antoni Maria Claret,373,61,la Sagrera,9,Sant Andreu,41.421297,2.187865,432134.708,4585844.985,23/03/2017,06/02/2020,TRÀNSIT,POINT (2.187865 41.421297),323,324,Meridiana (Felip II a Fabra i Puig),"2.187020600849345,41.4203163565214,2.18699905467648,41.42327322632154,2.186995804753888,41.4234955247171,2.186976119173683,41.42375411816685,2.186933287427793,41.4240424265414,2.186871314345247,41.42434264091025,2.186807264115707,41.4245807468165,2.18670927946931,41.42482059102596,2.186632019445851,41.42500747528286,2.186439183077698,41.42534608437389,2.186271119931678,41.42562772363225,2.184282280318199,41.42865376651377,2.18362218944326,41.42956420702944,2.183119998150269,41.4302407696195"
183,2207,297001,C,Sant Antoni Maria Claret,403,61,la Sagrera,9,Sant Andreu,41.42235,2.18889,432221.42,4585961.13,23/03/2017,12/04/2022,TRÀNSIT,POINT (2.18889 41.42235),323,324,Meridiana (Felip II a Fabra i Puig),"2.187020600849345,41.4203163565214,2.18699905467648,41.42327322632154,2.186995804753888,41.4234955247171,2.186976119173683,41.42375411816685,2.186933287427793,41.4240424265414,2.186871314345247,41.42434264091025,2.186807264115707,41.4245807468165,2.18670927946931,41.42482059102596,2.186632019445851,41.42500747528286,2.186439183077698,41.42534608437389,2.186271119931678,41.42562772363225,2.184282280318199,41.42865376651377,2.18362218944326,41.42956420702944,2.183119998150269,41.4302407696195"
184,2208,339906,C,Torre dels Pardals,45,35,el Guinardó,7,Horta-Guinardó,41.422861,2.174795,431044.149,4586028.925,23/03/2017,,TRÀNSIT,POINT (2.174795 41.422861),507,464,Av. Mare Déu Montserrat (Amílcar a Sagnier),"2.173015464689196,41.42017168108172,2.175951050812643,41.42436011668038"
185,2209,339906,C,Torre dels Pardals,96,35,el Guinardó,7,Horta-Guinardó,41.423756,2.172718,430871.562,4586129.993,23/03/2017,05/05/2022,TRÀNSIT,POINT (2.172718 41.423756),507,464,Av. Mare Déu Montserrat (Amílcar a Sagnier),"2.173015464689196,41.42017168108172,2.175951050812643,41.42436011668038"
186,2246,11200,C,Almogàvers,188,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,41.400734,2.195192,432725.748,4583556.392,26/04/2017,18/01/2023,TRÀNSIT,POINT (2.195192 41.400734),286,287,Pere IV - Almogàvers (Bac de Roda a Badajoz),"2.193804559616888,41.39991790438899,2.197218921936484,41.40243281134336,2.197491012162474,41.40259910308355,2.198245093199887,41.40343362091471,2.199904228311644,41.40554143568269,2.200014359626872,41.40570628869796,2.20091278094869,41.40697825881532,2.20223136138211,41.40883135615617"
187,2266,87009,C,Comte Borrell,81,10,Sant Antoni,2,L'Eixample,41.378636,2.160708,429819.453,4581130.453,26/04/2017,05/03/2018,SUPERILLA,POINT (2.160708 41.378636),364,365,Comte Borrell (Gran Via a Manso),"2.16205,41.37779,2.16199,41.37784,2.16106,41.37855,2.16105,41.37858,2.16104,41.37861,2.16104,41.37863,2.16105,41.37866,2.16105,41.37868,2.16106,41.37871,2.16166,41.37916,2.1619,41.37935,2.16192,41.37936,2.16199,41.37942,2.15984,41.37949,2.16209,41.37951,2.16259,41.37988,2.1629,41.3801,2.16297,41.38016,2.16302,41.38021,2.16305,41.38023,2.16307,41.38025,2.16084,41.38026,2.1631,41.38029,2.16311,41.38032,2.15873,41.38035,2.16312,41.38035,2.16096,41.38036,2.16311,41.38037,2.16311,41.38039,2.1631,41.38042,2.16309,41.38044,2.16306,41.38046,2.15855,41.38048,2.16304,41.38048,2.16121,41.38055,2.16294,41.38056,2.16277,41.38068,2.15787,41.38099,2.16188,41.38107,2.15764,41.38115,2.16205,41.3812"
188,2267,361406,C,Viladomat,71,10,Sant Antoni,2,L'Eixample,41.378219,2.159149,429688.604,4581085.397,26/04/2017,,TRÀNSIT,POINT (2.159149 41.378219),294,295,Passeig Circumval.lació (Av. Marquès de l'Argentera a A. Icària),"2.16092,41.37694,2.1598,41.37778,2.15921,41.37823,2.15871,41.37862,2.15757,41.37948,2.15651,41.3803"
189,2268,285807,C,Rocafort,47,10,Sant Antoni,2,L'Eixample,41.377418,2.155691,429398.561,4580999.344,26/04/2017,17/04/2019,SUPERILLA,POINT (2.155691 41.377418),303,304,Rocafort (Gran Via a Av. Paral·lel),"2.15865,41.37526,2.15863,41.37527,2.15864,41.37527,2.15865,41.37527,2.15862,41.37528,2.15863,41.37528,2.1586,41.37529,2.15861,41.37529,2.15862,41.37529,2.15858,41.3753,2.15859,41.3753,2.1586,41.3753,2.15857,41.37531,2.15858,41.37531,2.15856,41.37532,2.15857,41.37532,2.15855,41.37533,2.15856,41.37533,2.15853,41.37534,2.15854,41.37534,2.15853,41.37535,2.15754,41.37609,2.15686,41.37662,2.15661,41.37681,2.15642,41.37694,2.15592,41.37733,2.15531,41.37779,2.15481,41.37817,2.15425,41.37859"
190,2306,32700,C,Balmes,45,8,l'Antiga Esquerra de l'Eixample,2,L'Eixample,41.389053,2.162752,430001.51,4582285.334,19/05/2017,09/06/2022,TRÀNSIT,POINT (2.162752 41.389053),382,383,Consell de Cent (Aribau a Pg. de Gràcia),"2.16074,41.38736,2.16187,41.38818,2.16231,41.38853,2.16248,41.38867,2.16299,41.38907,2.16332,41.38932,2.16365,41.38956,2.16382,41.38969,2.16451,41.3902,2.16467,41.39033,2.16581,41.39118"
191,2326,158901,Pl,Osca,2,18,Sants,3,Sants-Montjuïc,41.376198,2.138527,427962.0,4580878.0,26/05/2017,24/10/2017,OCI,POINT (2.138527 41.376198),133,134,Carrer de Sants (Premià a Carles III),"2.13056495482207,41.37551932892383,2.139029826571497,41.37532269074156"
192,2327,284804,C,Robador,31,1,el Raval,1,Ciutat Vella,41.379396,2.170909,430673.242,4581206.666,26/05/2017,14/12/2017,OCI,POINT (2.170909 41.379396),167,168,Paral.lel (Ronda de Sant Pau a Josep Carner),"2.167816301234855,41.37498443097444,2.170053678754829,41.37498037614426,2.175315866190084,41.37468859847726,2.175588886421747,41.37452956680852,2.175962748986153,41.37437372698415"
193,2347,43400,C,Blai,52,11,el Poble Sec,3,Sants-Montjuïc,41.374325,2.16286,429994.723,4580650.149,30/05/2017,17/04/2018,OCI,POINT (2.16286 41.374325),166,167,Paral.lel (Ronda de Sant Pau a Calàbria),"2.160792086641019,41.37497290149459,2.167854030790994,41.37490608736539"
194,2348,167505,Pl,Joanic,7,31,la Vila de Gràcia,6,Gràcia,41.405521,2.162211,429973.94,4584113.95,30/05/2017,18/04/2018,OCI,POINT (2.162211 41.405521),509,466,Escorial (Pl. Joanic a Camèlies),"2.16311468947372,41.40532750037832,2.158197340478747,41.41060449753257"
195,2349,348408,C,Tuset,8,26,Galvany,5,Sarrià-Sant Gervasi,41.39545,2.152753,429172.441,4583003.592,30/05/2017,19/04/2018,OCI,POINT (2.152753 41.39545),103,104,Diagonal (Balmes a Pl. Francesc Macià),"2.145092239861253,41.39293570944426,2.154615811848437,41.395349647495"
196,2366,268808,Av,Portal de l'Àngel,24,2,el Barri Gòtic,1,Ciutat Vella,41.385747,2.172972,430852.47,4581910.055,30/05/2017,21/12/2017,OCI,POINT (2.172972 41.385747),177,178,Fontanella (Pl. Catalunya a Pl. Urquinaona),"2.172796098185654,41.38847781237315,2.171738382018862,41.38727059777287,2.171374535864876,41.38694748180033"
197,2367,366400,Pl,Virreina,91,31,la Vila de Gràcia,6,Gràcia,41.405085,2.157202,429554.781,4584069.67,30/05/2017,14/11/2017,OCI,POINT (2.157202 41.405085),511,468,Travessera de Gràcia (Gran de Gràcia a Escorial),"2.155401256537626,41.39984039961278,2.158064786120737,41.40146641705852,2.16122491666684,41.40344571807908,2.163466215098189,41.40490348648621"
198,2368,229001,Pl,Nord,7,31,la Vila de Gràcia,6,Gràcia,41.407009,2.155295,429397.517,4584284.741,30/05/2017,10/07/2019,OCI,POINT (2.155295 41.407009),232,233,Travessera de Dalt (Pl. Lesseps a Escorial),"2.150014270332292,41.40714187430313,2.149430702150115,41.40660044007992,2.150673987882641,41.40774166074332,2.150983800390909,41.40794658027869,2.151217429808501,41.4080644963091,2.154951659726685,41.40942649937512,2.155139395256767,41.4095282030983,2.157617023506551,41.4111908682025"
199,2406,296508,Rda,Sant Antoni,31,10,Sant Antoni,2,L'Eixample,41.381565,2.163384,430046.338,4581453.494,30/05/2017,05/07/2017,TRÀNSIT,POINT (2.163384 41.381565),173,174,Ronda de Sant Antoni (Pl. Universitat a Ronda de Sant Pau),"2.163955403217521,41.38531924176605,2.163077868302608,41.37873474169105"
200,2426,284305,Pl,Vila de Gràcia,1,31,la Vila de Gràcia,6,Gràcia,41.400127,2.157939,429611.073,4583518.628,09/06/2017,10/07/2019,OCI,POINT (2.157939 41.400127),511,468,Travessera de Gràcia (Gran de Gràcia a Escorial),"2.155401256537626,41.39984039961278,2.158064786120737,41.40146641705852,2.16122491666684,41.40344571807908,2.163466215098189,41.40490348648621"
201,2446,46409,Pg,Born,19,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,41.384925,2.182772,431671.0,4581811.0,08/06/2017,11/04/2018,OCI,POINT (2.182772 41.384925),201,202,Comerç (Passeig Lluís Companys a Marquès de l'Argentera),"2.181385992954379,41.38991178971306,2.181346275758846,41.38969322198503,2.181419946488563,41.38862404619364,2.182045101584673,41.38686895011053,2.182175867678566,41.38666827390093,2.182435217590493,41.38631790109311,2.182709046713609,41.38604148620381,2.18440401061698,41.38476606086355,2.184954595699347,41.38443208032796"
202,2489,208001,C,Torrent de l'Olla,218,31,la Vila de Gràcia,6,Gràcia,41.406216,2.152848,429192.067,4584198.701,21/06/2017,03/08/2017,OCI,POINT (2.152848 41.406216),89,90,Gran de Gràcia (Travessera de Gràcia a Pl. Lesseps),"2.155479514648078,41.39985197423292,2.153428760580796,41.40158379049262,2.152968048313579,41.40206386216953,2.152638572195631,41.40246210171217,2.1525095732575,41.4026828134673,2.152125043052562,41.40353506454171,2.15191643237495,41.40395423348374,2.151511388072331,41.40448415077102,2.150505382388375,41.40571607854331,2.150413071942448,41.4058198997062,2.150297624541728,41.40593232286924,2.149638049997826,41.40651218065347"
203,2508,346800,Rbla,Poblenou,44,68,el Poblenou,10,Sant Martí,41.400018,2.202882,433367.828,4583470.992,27/06/2017,,OCI,POINT (2.202882 41.400018),524,481,Pallars (Pere IV a Bac de Roda),"2.194484346257909,41.39874607254452,2.205078790383482,41.40663189826179"
204,2526,181200,C,Lucà,18,27,el Putxet i el Farró,5,Sarrià-Sant Gervasi,41.41126,2.138516,427999.709,4584770.508,14/06/2017,25/05/2022,TRÀNSIT,POINT (2.138516 41.41126),94,95,Craywinckel - República Argentina (Balmes a Pl. Alfonso Comín),"2.13714034525369,41.41023559526721,2.137762082735208,41.41049701197619,2.137886439015302,41.41057156422354,2.138019527533348,41.41070807501046,2.138203117760309,41.4109927444553,2.138301871944159,41.41121162529216,2.139853238461569,41.41235962659813,2.13990983411801,41.41243901455176,2.139876580180626,41.41247550722789,2.137870746845259,41.41406475889892,2.13784745448234,41.41411071590132,2.137832335843379,41.41416793233844,2.137840599119782,41.41423840288028,2.137896514351367,41.4143146128935"
205,2547,348408,C,Tuset,13,26,Galvany,5,Sarrià-Sant Gervasi,41.396035,2.151733,429087.879,4583069.384,06/07/2017,07/06/2022,OCI,POINT (2.151733 41.396035),101,102,Travessera de Gràcia (Aribau a Via Augusta),"2.149330405746273,41.39593880954032,2.153194611211402,41.39842343750502"
206,2548,112208,C,Escudellers,34,2,el Barri Gòtic,1,Ciutat Vella,41.380128,2.176933,431177.722,4581283.046,06/07/2017,28/09/2023,OCI,POINT (2.176933 41.380128),291,292,Passeig de Colom (Pl. Antonio López a Pl. Portal de la Pau),"2.182102513985287,41.38137656982789,2.177895016062157,41.37616695259703"
207,2549,296508,Rda,Sant Antoni,59,10,Sant Antoni,2,L'Eixample,41.384606,2.163802,430084.516,4581790.72,05/07/2017,28/11/2019,SUPERILLA,POINT (2.163802 41.384606),173,174,Ronda de Sant Antoni (Pl. Universitat a Ronda de Sant Pau),"2.163955403217521,41.38531924176605,2.163077868302608,41.37873474169105"
208,2586,198509,Av,Marquès de Castellbell,21,42,la Clota,7,Horta-Guinardó,41.429071,2.155578,429445.07,4586733.868,02/08/2017,24/01/2018,TRÀNSIT,POINT (2.155578 41.429071),225,226,Lisboa (Av. Estatut Catalunya a Pl. de la Clota),"2.156896818655094,41.42903843907077,2.156288493740592,41.428835696161,2.155718377521438,41.42867319159429,2.155096232223399,41.42840274113851,2.154459061598677,41.42776402189371,2.153671422712504,41.42742444473308,2.153158191254112,41.42723996762856,2.152316270134012,41.42691216428086,2.151948522692513,41.42668760648068,2.15168375394037,41.42646799819625,2.151331366906677,41.42631603457861,2.15040737637497,41.42619553310756"
209,2587,344101,Trav,Gràcia,79,26,Galvany,5,Sarrià-Sant Gervasi,41.397107,2.151024,429029.735,4583188.935,02/08/2017,15/11/2017,OCI,POINT (2.151024 41.397107),101,102,Travessera de Gràcia (Aribau a Via Augusta),"2.149330405746273,41.39593880954032,2.153194611211402,41.39842343750502"
210,2588,193108,Pg,Manuel Girona,10,21,Pedralbes,4,Les Corts,41.389896,2.120558,426474.748,4582413.78,02/08/2017,15/11/2017,TRÀNSIT,POINT (2.120558 41.389896),23,24,Pg. Manuel Girona (Pl. Prat de la Riba a Av. Pedralbes),"2.119731027688196,41.38958532109157,2.120385832914558,41.38992238255668,2.120861069557376,41.39013670874288,2.1219152810975,41.3905234208101,2.123311021849554,41.39090537135291,2.128779121220092,41.39224750028529,2.129418622522925,41.39242407820612,2.129667833179896,41.39256704599131"
211,2589,130403,C,Fontanella,4,2,el Barri Gòtic,1,Ciutat Vella,41.387314,2.171858,430761.014,4582084.943,02/08/2017,11/10/2017,TRÀNSIT,POINT (2.171858 41.387314),177,178,Fontanella (Pl. Catalunya a Pl. Urquinaona),"2.172796098185654,41.38847781237315,2.171738382018862,41.38727059777287,2.171374535864876,41.38694748180033"
212,2590,191204,C,Mallorca,75,9,la Nova Esquerra de l'Eixample,2,L'Eixample,41.384638,2.150265,428952.731,4581805.351,02/08/2017,22/12/2017,OBRES,POINT (2.150265 41.384638),448,450,Mallorca (Urgell a Entença),"2.152845465021243,41.38649315565017,2.147167983541354,41.38232098573008"
213,2591,209900,Av,Meridiana,274,61,la Sagrera,9,Sant Andreu,41.420539,2.187096,432069.62,4585761.407,03/08/2017,08/11/2017,TRÀNSIT,POINT (2.187096 41.420539),323,324,Meridiana (Felip II a Fabra i Puig),"2.187020600849345,41.4203163565214,2.18699905467648,41.42327322632154,2.186995804753888,41.4234955247171,2.186976119173683,41.42375411816685,2.186933287427793,41.4240424265414,2.186871314345247,41.42434264091025,2.186807264115707,41.4245807468165,2.18670927946931,41.42482059102596,2.186632019445851,41.42500747528286,2.186439183077698,41.42534608437389,2.186271119931678,41.42562772363225,2.184282280318199,41.42865376651377,2.18362218944326,41.42956420702944,2.183119998150269,41.4302407696195"
214,2592,241200,C,Palamós,85,53,la Trinitat Nova,8,Nou Barris,41.45288,2.187212,432113.008,4589351.826,03/08/2017,24/01/2018,TRÀNSIT,POINT (2.187212 41.45288),461,502,Ronda de Dalt (Nus de la Trinitat a Via Júlia),"2.196532557799757,41.45007223054589,2.194170346166617,41.44790581250533,2.192590041795515,41.447123547893,2.186966389361187,41.44709948236687,2.179271789282027,41.44618465536417"
215,2593,23709,C,Arítjols,27,52,la Prosperitat,8,Nou Barris,41.44251,2.1823,431691.89,4588204.411,03/08/2017,24/01/2018,TRÀNSIT,POINT (2.1823 41.44251),427,429,Av. Rio de Janeiro (Passeig de Valldaura a Meridiana),"2.181632173225967,41.43929980395988,2.186318422994904,41.44317562370706"
216,2594,127205,C,Flor de Neu,57,52,la Prosperitat,8,Nou Barris,41.445022,2.183468,431792.082,4588482.43,03/08/2017,25/01/2018,TRÀNSIT,POINT (2.183468 41.445022),460,501,Ronda de Dalt (Via Júlia a Nus de la Trinitat),"2.179328917681198,41.44586936429501,2.182378598451076,41.44634564810981,2.187091869274427,41.44676082685486,2.19265601600577,41.44689528355411,2.194499690369067,41.44766066359586,2.196555578147605,41.44984441615763"
217,2595,156509,C,Hondures,41,61,la Sagrera,9,Sant Andreu,41.420688,2.188674,432201.636,4585776.706,03/08/2017,09/10/2017,TRÀNSIT,POINT (2.188674 41.420688),317,318,Felip II (Clot a Meridiana),"2.186911627549961,41.42039667523422,2.191421467039174,41.41695143999201"
218,2596,322007,C,Segre,123,60,Sant Andreu,9,Sant Andreu,41.430954,2.194811,432725.08,4586911.725,03/08/2017,07/09/2017,TRÀNSIT,POINT (2.194811 41.430954),526,483,Onze de Setembre - Fabra i Puig (Josep Soldevila a Meridiana),"2.196033981203009,41.4300124680609,2.192794273057617,41.43015508587055,2.184554855429002,41.43027629192884,2.184461125473065,41.43021813102304,2.182905770665777,41.43024569214941"
219,2597,266405,Rbla,Prim,19,70,el Besòs i el Maresme,10,Sant Martí,41.411656,2.218416,434678.029,4584751.178,03/08/2017,18/07/2018,OCI,POINT (2.218416 41.411656),358,359,Rambla Prim (Gran Via a Pl. Llevant),"2.208671312523127,41.41921804470648,2.219083540091873,41.41146214044532"
220,2626,237600,C,Pau Alcover,41,24,les Tres Torres,5,Sarrià-Sant Gervasi,41.400335,2.128454,427146.605,4583566.066,02/08/2017,24/01/2018,TRÀNSIT,POINT (2.128454 41.400335),42,43,Via Augusta (Mitre a Vergós),"2.128184843240206,41.39783087799393,2.132855081210556,41.39783179317504"
221,2646,30307,Pl,Bacardí,2,43,Horta,7,Horta-Guinardó,41.429704,2.163648,430119.968,4586797.592,13/09/2017,11/10/2017,TRÀNSIT,POINT (2.163648 41.429704),229,230,Pg. Maragall (Av. Borbó a Tajo),"2.176420160032533,41.42514778193972,2.176062930391005,41.42550174433217,2.175923750155488,41.42555299014852,2.169863932837171,41.42727338771934,2.165982916035478,41.42775210216563,2.16425306134175,41.4279224515797,2.16366982183428,41.42812106284786,2.162075636201777,41.42958198263647"
